rk,school,div,str,ofs,dfs,sos
1,Penn St.,1,6620.093463,81.483520,0.012309,3.962943
2,Stanford,1,2981.329791,54.681114,0.018341,8.112070
3,Wisconsin,1,2556.714989,50.637712,0.019806,5.159804
4,Minn. Duluth,2,2358.741670,48.637483,0.020620,3.849629
5,Washington,1,2215.554451,47.137926,0.021276,5.864877
6,Tampa,2,1830.117165,42.843221,0.023410,3.020041
7,Texas,1,1229.829498,35.120145,0.028557,4.621099
8,BYU,1,959.250960,31.017272,0.032335,4.240959
9,North Carolina,1,772.358314,27.831945,0.036035,4.067119
10,Florida,1,621.378157,24.963780,0.040175,3.464426
11,Colorado St.,1,543.420732,23.345314,0.042960,2.694773
12,Illinois,1,540.962583,23.292625,0.043058,5.773683
13,Concordia-St. Paul,2,367.594548,19.200956,0.052234,4.399202
14,Arizona,1,362.779415,19.074452,0.052579,4.869955
15,Florida St.,1,352.551901,18.803669,0.053336,3.642167
16,Nebraska,1,340.704250,18.484966,0.054255,5.947896
17,Oregon,1,296.451395,17.242803,0.058164,7.226172
18,Southwest Minn. St.,2,294.343406,17.181705,0.058373,5.168637
19,Fla. Southern,2,268.244042,16.402111,0.061146,2.801634
20,UCLA,1,264.563842,16.289147,0.061570,7.156387
21,Colorado Mesa,2,251.509016,15.882253,0.063148,2.256384
22,Wayne St. (NE),2,244.702549,15.665975,0.064020,3.575095
23,Grand Valley St.,2,194.708313,13.974358,0.071771,2.009729
24,Utah,1,184.648407,13.608278,0.073698,5.908932
25,Long Beach St.,1,167.372363,12.956135,0.077409,2.691410
26,Oregon St.,1,165.469278,12.882330,0.077853,6.437793
27,Ferris St.,2,158.456895,12.606463,0.079558,1.959694
28,Southern California,1,149.700015,12.253052,0.081851,8.030926
29,Wheeling Jesuit,2,138.830426,11.799964,0.084996,0.861394
30,Kentucky,1,136.531634,11.701586,0.085706,2.813897
31,Neb.-Kearney,2,133.826661,11.585206,0.086569,1.930355
