year,team_name,team_id,opponent_name,opponent_id,game_date,team_score,opponent_score,location,neutral_site_location,game_length,attendance
2016,A&M-Corpus Christi,26172,Grambling,261,08/28/2015,3,0,Neutral,"Arlington, Texas",-,161
2016,A&M-Corpus Christi,26172,Campbell,115,08/29/2015,3,0,Neutral,"Arlington, Texas",-,231
2016,A&M-Corpus Christi,26172,Texas-Arlington,702,08/29/2015,3,2,Away,,2 Sets,724
2016,A&M-Corpus Christi,26172,UTRGV,536,09/01/2015,3,1,Away,,1 Sets,438
2016,A&M-Corpus Christi,26172,Boise St.,66,09/04/2015,0,3,Away,,-,577
2016,A&M-Corpus Christi,26172,Northwestern,509,09/05/2015,1,3,Neutral,"Boise, Idaho",-,0
2016,A&M-Corpus Christi,26172,Idaho St.,294,09/05/2015,0,3,Neutral,"Boise, Idaho",-,0
2016,A&M-Corpus Christi,26172,UTRGV,536,09/11/2015,3,0,Home,,-,431
2016,A&M-Corpus Christi,26172,Texas Southern,699,09/11/2015,3,0,Home,,-,698
2016,A&M-Corpus Christi,26172,Texas Southern,699,09/12/2015,3,0,Home,,-,208
2016,A&M-Corpus Christi,26172,UTRGV,536,09/12/2015,3,0,Home,,-,668
2016,A&M-Corpus Christi,26172,Rice,574,09/15/2015,3,1,Home,,1 Sets,"1,074"
2016,A&M-Corpus Christi,26172,Central Ark.,1004,09/17/2015,3,0,Away,,-,529
2016,A&M-Corpus Christi,26172,Louisiana Tech,366,09/18/2015,2,3,Neutral,"Conway, Ark.",2 Sets,113
2016,A&M-Corpus Christi,26172,Alabama St.,7,09/18/2015,3,2,Neutral,"Conway, Ark.",2 Sets,158
2016,A&M-Corpus Christi,26172,Prairie View,553,09/22/2015,3,0,Home,,-,812
2016,A&M-Corpus Christi,26172,Southeastern La.,655,09/24/2015,3,0,Home,,-,656
2016,A&M-Corpus Christi,26172,New Orleans,474,09/26/2015,0,0,Home,,-,0
2016,A&M-Corpus Christi,26172,Prairie View,553,10/01/2015,0,0,Away,,-,0
2016,A&M-Corpus Christi,26172,Houston Baptist,287,10/03/2015,0,0,Away,,-,0
2016,A&M-Corpus Christi,26172,Stephen F. Austin,676,10/08/2015,0,0,Away,,-,0
2016,A&M-Corpus Christi,26172,Northwestern St.,508,10/10/2015,0,0,Away,,-,0
2016,A&M-Corpus Christi,26172,Incarnate Word,2743,10/15/2015,0,0,Home,,-,0
2016,A&M-Corpus Christi,26172,Abilene Christian,2,10/17/2015,0,0,Home,,-,0
2016,A&M-Corpus Christi,26172,Nicholls St.,483,10/22/2015,0,0,Away,,-,0
