A&M-Corpus Christi,26172,2014-15,Tony Graystone,19-16,.543,""
A&M-Corpus Christi,26172,2013-14,Tony Graystone,20-12,.625,""
A&M-Corpus Christi,26172,2012-13,Tony Graystone,21-11,.656,""
A&M-Corpus Christi,26172,2011-12,Tony Graystone,13-20,.394,""
A&M-Corpus Christi,26172,2010-11,Tony Graystone,12-18,.400,""
A&M-Corpus Christi,26172,2009-10,Tony Graystone,9-22,.290,""
A&M-Corpus Christi,26172,2008-09,Kimberly Martinez,4-22,.154,""
A&M-Corpus Christi,26172,2007-08,Kimberly Martinez,7-22,.241,""
A&M-Corpus Christi,26172,2006-07,Kimberly Martinez,7-21,.250,""
A&M-Corpus Christi,26172,2005-06,Frances Kinnison,0-15,.000,Vacated 14 wins
A&M-Corpus Christi,26172,2004-05,Frances Kinnison,17-18,.486,""
A&M-Corpus Christi,26172,2003-04,Frances Kinnison,14-24,.368,""
A&M-Corpus Christi,26172,2002-03,Frances Kinnison,15-19,.441,""
A&M-Corpus Christi,26172,2001-02,Frances Kinnison,16-15,.516,""
A&M-Corpus Christi,26172,2000-01,Frances Kinnison,8-23,.258,""
Abilene Christian,2,2014-15,Jason Bibler,6-24,.200,reclassifying to DI
Abilene Christian,2,2013-14,Kellen Mock,6-18,.250,reclassifying to DI
Abilene Christian,2,2012-13,Kellen Mock,12-19,.387,""
Abilene Christian,2,2011-12,Kellen Mock,21-14,.600,""
Abilene Christian,2,2010-11,Kellen Mock,27-6,.818,""
Abilene Christian,2,2009-10,Kellen Mock,29-6,.829,""
Abilene Christian,2,2008-09,Kellen Mock,26-9,.743,""
Abilene Christian,2,2007-08,Kellen Mock,15-14,.517,""
Abilene Christian,2,2006-07,Kellen Mock,18-11,.621,""
Abilene Christian,2,2005-06,Brek Horn,31-4,.886,""
Abilene Christian,2,2004-05,Brek Horn,28-8,.778,""
Abilene Christian,2,2003-04,Brek Horn,25-11,.694,""
Abilene Christian,2,2002-03,Brek Horn,17-14,.548,""
Abilene Christian,2,2001-02,Brek Horn,19-14,.576,""
Abilene Christian,2,2000-01,Brek Horn,29-6,.829,""
Abilene Christian,2,1999-00,Brek Horn,23-12,.657,""
