year	year_id	division	team_id	team_name	team_url
2017	12426	1	26172	A&M-Corpus Chris	http://stats.ncaa.org/team/26172/12426
2017	12426	1	2	Abilene Christian	http://stats.ncaa.org/team/2/12426
2017	12426	1	721	Air Force	http://stats.ncaa.org/team/721/12426
2017	12426	1	5	Akron	http://stats.ncaa.org/team/5/12426
2017	12426	1	8	Alabama	http://stats.ncaa.org/team/8/12426
2017	12426	1	6	Alabama A&M	http://stats.ncaa.org/team/6/12426
2017	12426	1	7	Alabama St.	http://stats.ncaa.org/team/7/12426
2017	12426	1	14	Albany (NY)	http://stats.ncaa.org/team/14/12426
2017	12426	1	17	Alcorn	http://stats.ncaa.org/team/17/12426
2017	12426	1	23	American	http://stats.ncaa.org/team/23/12426
2017	12426	1	27	Appalachian St.	http://stats.ncaa.org/team/27/12426
2017	12426	1	29	Arizona	http://stats.ncaa.org/team/29/12426
2017	12426	1	28	Arizona St.	http://stats.ncaa.org/team/28/12426
2017	12426	1	2678	Ark.-Pine Bluff	http://stats.ncaa.org/team/2678/12426
2017	12426	1	31	Arkansas	http://stats.ncaa.org/team/31/12426
2017	12426	1	30	Arkansas St.	http://stats.ncaa.org/team/30/12426
2017	12426	1	725	Army West Point	http://stats.ncaa.org/team/725/12426
2017	12426	1	37	Auburn	http://stats.ncaa.org/team/37/12426
2017	12426	1	43	Austin Peay	http://stats.ncaa.org/team/43/12426
2017	12426	1	77	BYU	http://stats.ncaa.org/team/77/12426
2017	12426	1	47	Ball St.	http://stats.ncaa.org/team/47/12426
2017	12426	1	51	Baylor	http://stats.ncaa.org/team/51/12426
2017	12426	1	14927	Belmont	http://stats.ncaa.org/team/14927/12426
2017	12426	1	61	Bethune-Cookman	http://stats.ncaa.org/team/61/12426
2017	12426	1	62	Binghamton	http://stats.ncaa.org/team/62/12426
2017	12426	1	66	Boise St.	http://stats.ncaa.org/team/66/12426
2017	12426	1	67	Boston College	http://stats.ncaa.org/team/67/12426
2017	12426	1	71	Bowling Green	http://stats.ncaa.org/team/71/12426
2017	12426	1	72	Bradley	http://stats.ncaa.org/team/72/12426
2017	12426	1	80	Brown	http://stats.ncaa.org/team/80/12426
2017	12426	1	81	Bryant	http://stats.ncaa.org/team/81/12426
2017	12426	1	83	Bucknell	http://stats.ncaa.org/team/83/12426
2017	12426	1	86	Buffalo	http://stats.ncaa.org/team/86/12426
2017	12426	1	87	Butler	http://stats.ncaa.org/team/87/12426
2017	12426	1	94	CSU Bakersfield	http://stats.ncaa.org/team/94/12426
2017	12426	1	101	CSUN	http://stats.ncaa.org/team/101/12426
2017	12426	1	90	Cal Poly	http://stats.ncaa.org/team/90/12426
2017	12426	1	97	Cal St. Fullerton	http://stats.ncaa.org/team/97/12426
2017	12426	1	107	California	http://stats.ncaa.org/team/107/12426
2017	12426	1	115	Campbell	http://stats.ncaa.org/team/115/12426
2017	12426	1	116	Canisius	http://stats.ncaa.org/team/116/12426
2017	12426	1	1004	Central Ark.	http://stats.ncaa.org/team/1004/12426
2017	12426	1	127	Central Conn. St.	http://stats.ncaa.org/team/127/12426
2017	12426	1	129	Central Mich.	http://stats.ncaa.org/team/129/12426
2017	12426	1	48	Charleston So.	http://stats.ncaa.org/team/48/12426
2017	12426	1	458	Charlotte	http://stats.ncaa.org/team/458/12426
2017	12426	1	693	Chattanooga	http://stats.ncaa.org/team/693/12426
2017	12426	1	136	Chicago St.	http://stats.ncaa.org/team/136/12426
2017	12426	1	140	Cincinnati	http://stats.ncaa.org/team/140/12426
2017	12426	1	147	Clemson	http://stats.ncaa.org/team/147/12426
2017	12426	1	148	Cleveland St.	http://stats.ncaa.org/team/148/12426
2017	12426	1	149	Coastal Caro.	http://stats.ncaa.org/team/149/12426
2017	12426	1	1014	Col. of Charleston	http://stats.ncaa.org/team/1014/12426
2017	12426	1	153	Colgate	http://stats.ncaa.org/team/153/12426
2017	12426	1	157	Colorado	http://stats.ncaa.org/team/157/12426
2017	12426	1	156	Colorado St.	http://stats.ncaa.org/team/156/12426
2017	12426	1	158	Columbia	http://stats.ncaa.org/team/158/12426
2017	12426	1	165	Coppin St.	http://stats.ncaa.org/team/165/12426
2017	12426	1	167	Cornell	http://stats.ncaa.org/team/167/12426
2017	12426	1	169	Creighton	http://stats.ncaa.org/team/169/12426
2017	12426	1	172	Dartmouth	http://stats.ncaa.org/team/172/12426
2017	12426	1	173	Davidson	http://stats.ncaa.org/team/173/12426
2017	12426	1	175	Dayton	http://stats.ncaa.org/team/175/12426
2017	12426	1	176	DePaul	http://stats.ncaa.org/team/176/12426
2017	12426	1	180	Delaware	http://stats.ncaa.org/team/180/12426
2017	12426	1	178	Delaware St.	http://stats.ncaa.org/team/178/12426
2017	12426	1	183	Denver	http://stats.ncaa.org/team/183/12426
2017	12426	1	189	Drake	http://stats.ncaa.org/team/189/12426
2017	12426	1	193	Duke	http://stats.ncaa.org/team/193/12426
2017	12426	1	194	Duquesne	http://stats.ncaa.org/team/194/12426
2017	12426	1	198	ETSU	http://stats.ncaa.org/team/198/12426
2017	12426	1	196	East Carolina	http://stats.ncaa.org/team/196/12426
2017	12426	1	201	Eastern Ill.	http://stats.ncaa.org/team/201/12426
2017	12426	1	202	Eastern Ky.	http://stats.ncaa.org/team/202/12426
2017	12426	1	204	Eastern Mich.	http://stats.ncaa.org/team/204/12426
2017	12426	1	207	Eastern Wash.	http://stats.ncaa.org/team/207/12426
2017	12426	1	1068	Elon	http://stats.ncaa.org/team/1068/12426
2017	12426	1	219	Evansville	http://stats.ncaa.org/team/219/12426
2017	12426	1	28755	FGCU	http://stats.ncaa.org/team/28755/12426
2017	12426	1	231	FIU	http://stats.ncaa.org/team/231/12426
2017	12426	1	220	Fairfield	http://stats.ncaa.org/team/220/12426
2017	12426	1	222	Fairleigh Dickinson	http://stats.ncaa.org/team/222/12426
2017	12426	1	229	Fla. Atlantic	http://stats.ncaa.org/team/229/12426
2017	12426	1	235	Florida	http://stats.ncaa.org/team/235/12426
2017	12426	1	228	Florida A&M	http://stats.ncaa.org/team/228/12426
2017	12426	1	234	Florida St.	http://stats.ncaa.org/team/234/12426
2017	12426	1	236	Fordham	http://stats.ncaa.org/team/236/12426
2017	12426	1	308	Fort Wayne	http://stats.ncaa.org/team/308/12426
2017	12426	1	96	Fresno St.	http://stats.ncaa.org/team/96/12426
2017	12426	1	244	Furman	http://stats.ncaa.org/team/244/12426
2017	12426	1	253	Ga. Southern	http://stats.ncaa.org/team/253/12426
2017	12426	1	1092	Gardner-Webb	http://stats.ncaa.org/team/1092/12426
2017	12426	1	248	George Mason	http://stats.ncaa.org/team/248/12426
2017	12426	1	249	George Washington	http://stats.ncaa.org/team/249/12426
2017	12426	1	251	Georgetown	http://stats.ncaa.org/team/251/12426
2017	12426	1	257	Georgia	http://stats.ncaa.org/team/257/12426
2017	12426	1	254	Georgia St.	http://stats.ncaa.org/team/254/12426
2017	12426	1	255	Georgia Tech	http://stats.ncaa.org/team/255/12426
2017	12426	1	260	Gonzaga	http://stats.ncaa.org/team/260/12426
2017	12426	1	261	Grambling	http://stats.ncaa.org/team/261/12426
2017	12426	1	1104	Grand Canyon	http://stats.ncaa.org/team/1104/12426
2017	12426	1	794	Green Bay	http://stats.ncaa.org/team/794/12426
2017	12426	1	270	Hampton	http://stats.ncaa.org/team/270/12426
2017	12426	1	272	Hartford	http://stats.ncaa.org/team/272/12426
2017	12426	1	275	Harvard	http://stats.ncaa.org/team/275/12426
