year	year_id	division	team_id	team_name	team_url
2016	12221	2	30093	AUM	http://stats.ncaa.org/team/index/12221?org_id=30093
2016	12221	2	30123	Academy of Art	http://stats.ncaa.org/team/index/12221?org_id=30123
2016	12221	2	929	Adams St.	http://stats.ncaa.org/team/index/12221?org_id=929
2016	12221	2	3	Adelphi	http://stats.ncaa.org/team/index/12221?org_id=3
2016	12221	2	10	Ala.-Huntsville	http://stats.ncaa.org/team/index/12221?org_id=10
2016	12221	2	11	Alas. Anchorage	http://stats.ncaa.org/team/index/12221?org_id=11
2016	12221	2	12	Alas. Fairbanks	http://stats.ncaa.org/team/index/12221?org_id=12
2016	12221	2	13	Albany St. (GA)	http://stats.ncaa.org/team/index/12221?org_id=13
2016	12221	2	934	Alderson Broaddus	http://stats.ncaa.org/team/index/12221?org_id=934
2016	12221	2	22	American Int'l	http://stats.ncaa.org/team/index/12221?org_id=22
2016	12221	2	13028	Anderson (SC)	http://stats.ncaa.org/team/index/12221?org_id=13028
2016	12221	2	25	Angelo St.	http://stats.ncaa.org/team/index/12221?org_id=25
2016	12221	2	30105	Ark.-Fort Smith	http://stats.ncaa.org/team/index/12221?org_id=30105
2016	12221	2	8411	Ark.-Monticello	http://stats.ncaa.org/team/index/12221?org_id=8411
2016	12221	2	947	Arkansas Tech	http://stats.ncaa.org/team/index/12221?org_id=947
2016	12221	2	33	Armstrong	http://stats.ncaa.org/team/index/12221?org_id=33
2016	12221	2	35	Ashland	http://stats.ncaa.org/team/index/12221?org_id=35
2016	12221	2	36	Assumption	http://stats.ncaa.org/team/index/12221?org_id=36
2016	12221	2	41	Augustana (SD)	http://stats.ncaa.org/team/index/12221?org_id=41
2016	12221	2	30146	Azusa Pacific	http://stats.ncaa.org/team/index/12221?org_id=30146
2016	12221	2	2685	BYU-Hawaii	http://stats.ncaa.org/team/index/12221?org_id=2685
2016	12221	2	49	Barry	http://stats.ncaa.org/team/index/12221?org_id=49
2016	12221	2	15646	Barton	http://stats.ncaa.org/team/index/12221?org_id=15646
2016	12221	2	52	Bellarmine	http://stats.ncaa.org/team/index/12221?org_id=52
2016	12221	2	2683	Belmont Abbey	http://stats.ncaa.org/team/index/12221?org_id=2683
2016	12221	2	54	Bemidji St.	http://stats.ncaa.org/team/index/12221?org_id=54
2016	12221	2	55	Benedict	http://stats.ncaa.org/team/index/12221?org_id=55
2016	12221	2	56	Bentley	http://stats.ncaa.org/team/index/12221?org_id=56
2016	12221	2	30134	Black Hills St.	http://stats.ncaa.org/team/index/12221?org_id=30134
2016	12221	2	984	Bloomfield	http://stats.ncaa.org/team/index/12221?org_id=984
2016	12221	2	985	Bluefield St.	http://stats.ncaa.org/team/index/12221?org_id=985
2016	12221	2	70	Bowie St.	http://stats.ncaa.org/team/index/12221?org_id=70
2016	12221	2	30094	Brevard	http://stats.ncaa.org/team/index/12221?org_id=30094
2016	12221	2	74	Bridgeport	http://stats.ncaa.org/team/index/12221?org_id=74
2016	12221	2	91	Cal Poly Pomona	http://stats.ncaa.org/team/index/12221?org_id=91
2016	12221	2	92	Cal St. Dom. Hills	http://stats.ncaa.org/team/index/12221?org_id=92
2016	12221	2	98	Cal St. East Bay	http://stats.ncaa.org/team/index/12221?org_id=98
2016	12221	2	100	Cal St. L.A.	http://stats.ncaa.org/team/index/12221?org_id=100
2016	12221	2	30055	Cal St. Monterey Bay	http://stats.ncaa.org/team/index/12221?org_id=30055
2016	12221	2	93	Cal St. San B'dino	http://stats.ncaa.org/team/index/12221?org_id=93
2016	12221	2	30198	Cal St. San Marcos	http://stats.ncaa.org/team/index/12221?org_id=30198
2016	12221	2	103	Cal St. Stanislaus	http://stats.ncaa.org/team/index/12221?org_id=103
2016	12221	2	995	Caldwell	http://stats.ncaa.org/team/index/12221?org_id=995
2016	12221	2	106	California (PA)	http://stats.ncaa.org/team/index/12221?org_id=106
2016	12221	2	30135	California Baptist	http://stats.ncaa.org/team/index/12221?org_id=30135
2016	12221	2	996	Cameron	http://stats.ncaa.org/team/index/12221?org_id=996
2016	12221	2	1000	Carson-Newman	http://stats.ncaa.org/team/index/12221?org_id=1000
2016	12221	2	1001	Catawba	http://stats.ncaa.org/team/index/12221?org_id=1001
2016	12221	2	30124	Cedarville	http://stats.ncaa.org/team/index/12221?org_id=30124
2016	12221	2	130	Central Mo.	http://stats.ncaa.org/team/index/12221?org_id=130
2016	12221	2	1009	Central Okla.	http://stats.ncaa.org/team/index/12221?org_id=1009
2016	12221	2	30049	Central St. (OH)	http://stats.ncaa.org/team/index/12221?org_id=30049
2016	12221	2	1010	Central Wash.	http://stats.ncaa.org/team/index/12221?org_id=1010
2016	12221	2	1012	Chadron St.	http://stats.ncaa.org/team/index/12221?org_id=1012
2016	12221	2	133	Chaminade	http://stats.ncaa.org/team/index/12221?org_id=133
2016	12221	2	1013	Charleston (WV)	http://stats.ncaa.org/team/index/12221?org_id=1013
2016	12221	2	21323	Chestnut Hill	http://stats.ncaa.org/team/index/12221?org_id=21323
2016	12221	2	135	Cheyney	http://stats.ncaa.org/team/index/12221?org_id=135
2016	12221	2	95	Chico St.	http://stats.ncaa.org/team/index/12221?org_id=95
2016	12221	2	8875	Chowan	http://stats.ncaa.org/team/index/12221?org_id=8875
2016	12221	2	1015	Christian Bros.	http://stats.ncaa.org/team/index/12221?org_id=1015
2016	12221	2	30058	Claflin	http://stats.ncaa.org/team/index/12221?org_id=30058
2016	12221	2	143	Clarion	http://stats.ncaa.org/team/index/12221?org_id=143
2016	12221	2	144	Clark Atlanta	http://stats.ncaa.org/team/index/12221?org_id=144
2016	12221	2	1023	Coker	http://stats.ncaa.org/team/index/12221?org_id=1023
2016	12221	2	11403	Colo. Christian	http://stats.ncaa.org/team/index/12221?org_id=11403
2016	12221	2	11416	Colorado Mesa	http://stats.ncaa.org/team/index/12221?org_id=11416
2016	12221	2	155	Colorado Mines	http://stats.ncaa.org/team/index/12221?org_id=155
2016	12221	2	2720	Colorado St.-Pueblo	http://stats.ncaa.org/team/index/12221?org_id=2720
2016	12221	2	159	Columbus St.	http://stats.ncaa.org/team/index/12221?org_id=159
2016	12221	2	1028	Concord	http://stats.ncaa.org/team/index/12221?org_id=1028
2016	12221	2	30199	Concordia (CA)	http://stats.ncaa.org/team/index/12221?org_id=30199
2016	12221	2	162	Concordia (NY)	http://stats.ncaa.org/team/index/12221?org_id=162
2016	12221	2	30200	Concordia Portland	http://stats.ncaa.org/team/index/12221?org_id=30200
2016	12221	2	9081	Concordia-St. Paul	http://stats.ncaa.org/team/index/12221?org_id=9081
2016	12221	2	8935	Converse	http://stats.ncaa.org/team/index/12221?org_id=8935
2016	12221	2	30174	Daemen	http://stats.ncaa.org/team/index/12221?org_id=30174
2016	12221	2	1045	Dallas Baptist	http://stats.ncaa.org/team/index/12221?org_id=1045
2016	12221	2	174	Davis & Elkins	http://stats.ncaa.org/team/index/12221?org_id=174
2016	12221	2	30095	Dixie St.	http://stats.ncaa.org/team/index/12221?org_id=30095
2016	12221	2	30118	Dominican (CA)	http://stats.ncaa.org/team/index/12221?org_id=30118
2016	12221	2	8956	Dominican (NY)	http://stats.ncaa.org/team/index/12221?org_id=8956
2016	12221	2	2692	Dowling	http://stats.ncaa.org/team/index/12221?org_id=2692
2016	12221	2	1057	Drury	http://stats.ncaa.org/team/index/12221?org_id=1057
2016	12221	2	8965	East Central	http://stats.ncaa.org/team/index/12221?org_id=8965
2016	12221	2	197	East Stroudsburg	http://stats.ncaa.org/team/index/12221?org_id=197
2016	12221	2	206	Eastern N.M.	http://stats.ncaa.org/team/index/12221?org_id=206
2016	12221	2	208	Eckerd	http://stats.ncaa.org/team/index/12221?org_id=208
2016	12221	2	209	Edinboro	http://stats.ncaa.org/team/index/12221?org_id=209
2016	12221	2	210	Elizabeth City St.	http://stats.ncaa.org/team/index/12221?org_id=210
2016	12221	2	9680	Embry-Riddle (FL)	http://stats.ncaa.org/team/index/12221?org_id=9680
2016	12221	2	30193	Emmanuel (GA)	http://stats.ncaa.org/team/index/12221?org_id=30193
2016	12221	2	1071	Emporia St.	http://stats.ncaa.org/team/index/12221?org_id=1071
2016	12221	2	1072	Erskine	http://stats.ncaa.org/team/index/12221?org_id=1072
2016	12221	2	1076	Fairmont St.	http://stats.ncaa.org/team/index/12221?org_id=1076
2016	12221	2	223	Fayetteville St.	http://stats.ncaa.org/team/index/12221?org_id=223
