year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2013	11180	47	Ball St.	-	Totals	-	-	-	-	-	116	 	1,561	633	4,274	0.217	1,471	102	184	1,911	65	332	78	1,894.0	40
2013	11180	47	Ball St.	-	Opponent Totals	-	-	-	-	-	116	 	1,529	622	4,375	0.207	1,443	130	228	1,801	61	379	47	1,909.5	38
2013	11180	51	Baylor	-	Totals	-	-	-	118	 	1,561	653	4,188	0.217	1,456	127	211	1,781	50	455	45	1,965.5	34
2013	11180	51	Baylor	-	Opponent Totals	-	-	-	118	 	1,470	668	4,229	0.190	1,338	145	224	1,742	41	327	54	1,819.5	27
2013	11180	14927	Belmont	-	Totals	-	-	-	128	 	1,629	662	4,881	0.198	1,552	139	329	2,159	47	338	51	1,984.0	37
2013	11180	14927	Belmont	-	Opponent Totals	-	-	-	128	 	1,640	675	4,812	0.201	1,524	113	234	2,250	69	376	65	2,010.0	46
2013	11180	61	Bethune-Cookman	-	Totals	-	-	-	-	-	111	 	1,039	707	3,499	0.095	942	141	233	1,284	29	273	58	1,345.5	37
2013	11180	61	Bethune-Cookman	-	Opponent Totals	-	-	-	-	-	111	 	1,420	545	3,452	0.253	1,302	160	255	1,534	29	322	36	1,770.0	35
2013	11180	62	Binghamton	-	Totals	-	-	-	123	 	1,528	656	4,155	0.210	1,404	157	241	1,709	46	338	67	1,900.0	49
2013	11180	62	Binghamton	-	Opponent Totals	-	-	-	123	 	1,525	609	4,097	0.224	1,406	162	205	1,708	66	272	65	1,889.0	36
2013	11180	66	Boise St.	-	Totals	-	-	-	-	-	119	 	1,652	645	4,319	0.233	1,565	154	232	1,740	22	453	67	2,054.5	19
2013	11180	66	Boise St.	-	Opponent Totals	-	-	-	-	-	119	 	1,530	598	4,133	0.226	1,415	96	202	1,708	38	486	59	1,907.0	29
2013	11180	67	Boston College	-	Totals	-	-	-	-	-	114	 	1,375	691	4,099	0.167	1,294	111	205	1,654	50	310	66	1,691.0	46
2013	11180	67	Boston College	-	Opponent Totals	-	-	-	-	-	114	 	1,496	593	3,938	0.229	1,399	128	210	1,779	89	363	61	1,894.5	20
2013	11180	71	Bowling Green	-	Totals	-	-	-	-	-	130	 	1,697	756	4,647	0.202	1,568	156	241	2,073	46	509	44	2,153.5	30
2013	11180	71	Bowling Green	-	Opponent Totals	-	-	-	-	-	130	 	1,556	705	4,628	0.184	1,464	151	253	1,919	39	504	75	1,998.0	33
2013	11180	72	Bradley	-	Totals	-	-	-	110	 	1,356	631	4,072	0.178	1,275	117	157	1,684	22	355	55	1,672.5	23
2013	11180	72	Bradley	-	Opponent Totals	-	-	-	110	 	1,514	554	4,032	0.238	1,430	123	191	1,835	42	407	50	1,882.5	21
2013	11180	80	Brown	-	Totals	-	-	-	-	-	82	 	961	462	3,041	0.164	893	110	149	1,358	26	212	16	1,203.0	8
2013	11180	80	Brown	-	Opponent Totals	-	-	-	-	-	82	 	1,100	436	3,104	0.214	1,020	128	143	1,404	47	270	26	1,410.0	9
2013	11180	81	Bryant	-	Totals	-	-	-	-	-	120	 	1,371	703	4,046	0.165	1,271	168	233	1,649	29	437	37	1,786.5	40
2013	11180	81	Bryant	-	Opponent Totals	-	-	-	-	-	120	 	1,504	659	4,088	0.207	1,377	193	214	1,647	47	342	49	1,915.0	48
2013	11180	83	Bucknell	-	Totals	-	-	-	-	-	107	 	1,135	560	3,571	0.161	1,058	124	204	1,420	49	362	29	1,489.0	17
2013	11180	83	Bucknell	-	Opponent Totals	-	-	-	-	-	107	 	1,400	646	3,766	0.200	1,282	185	221	1,633	46	298	36	1,780.0	29
2013	11180	86	Buffalo	-	Totals	-	-	-	-	-	104	 	1,271	633	3,727	0.171	1,199	132	233	1,505	44	403	35	1,648.5	29
2013	11180	86	Buffalo	-	Opponent Totals	-	-	-	-	-	104	 	1,310	553	3,607	0.210	1,206	122	202	1,583	64	370	31	1,681.0	21
2013	11180	87	Butler	-	Totals	-	-	-	106	 	1,329	551	3,838	0.203	1,232	153	209	1,627	39	558	65	1,800.0	32
2013	11180	87	Butler	-	Opponent Totals	-	-	-	106	 	1,290	669	3,887	0.160	1,219	128	175	1,704	41	321	31	1,619.5	27
2013	11180	94	CSU Bakersfield	-	Totals	-	-	-	116	 	1,442	720	3,666	0.197	1,343	196	304	1,288	42	392	72	1,876.0	46
2013	11180	94	CSU Bakersfield	-	Opponent Totals	-	-	-	116	 	1,351	591	3,471	0.219	1,241	134	197	1,257	49	515	55	1,791.5	34
2013	11180	101	CSUN	-	Totals	-	-	-	118	 	1,523	586	4,226	0.222	1,431	136	203	1,877	67	550	60	2,001.0	10
2013	11180	101	CSUN	-	Opponent Totals	-	-	-	118	 	1,525	734	4,467	0.177	1,404	113	215	1,776	48	358	53	1,865.0	12
2013	11180	90	Cal Poly	-	Totals	-	-	-	108	 	1,279	650	3,818	0.165	1,222	99	176	1,621	33	285	38	1,553.5	35
2013	11180	90	Cal Poly	-	Opponent Totals	-	-	-	108	 	1,496	518	3,925	0.249	1,397	165	217	1,607	54	422	69	1,926.0	28
2013	11180	97	Cal St. Fullerton	-	Totals	-	-	-	125	 	1,558	736	4,802	0.171	1,451	171	213	2,020	70	445	63	2,021.5	23
2013	11180	97	Cal St. Fullerton	-	Opponent Totals	-	-	-	125	 	1,606	736	4,683	0.186	1,516	126	200	2,196	43	521	62	2,035.5	27
2013	11180	107	California	-	Totals	-	-	-	118	 	1,560	561	4,109	0.243	1,468	124	197	1,762	42	568	49	2,010.0	9
2013	11180	107	California	-	Opponent Totals	-	-	-	118	 	1,595	662	4,338	0.215	1,478	137	182	1,735	44	433	48	1,992.5	20
2013	11180	115	Campbell	-	Totals	-	-	-	108	 	1,192	563	3,708	0.170	1,068	135	208	1,489	30	333	61	1,523.5	35
2013	11180	115	Campbell	-	Opponent Totals	-	-	-	108	 	1,487	577	3,806	0.239	1,384	197	191	1,712	47	297	42	1,879.5	50
2013	11180	116	Canisius	-	Totals	-	-	-	110	 	1,309	512	3,969	0.201	1,213	142	174	1,770	48	403	60	1,700.5	38
2013	11180	116	Canisius	-	Opponent Totals	-	-	-	110	 	1,494	671	4,247	0.194	1,381	128	206	1,865	27	349	63	1,823.5	66
2013	11180	1004	Central Ark.	-	Totals	-	-	-	-	-	129	 	1,872	727	4,532	0.253	1,770	220	344	1,798	69	250	37	2,286.0	35
2013	11180	1004	Central Ark.	-	Opponent Totals	-	-	-	-	-	129	 	1,276	621	3,977	0.165	1,206	123	194	1,577	44	534	67	1,710.0	45
2013	11180	127	Central Conn. St.	-	Totals	-	-	-	116	 	1,425	604	3,976	0.206	1,334	157	141	1,710	49	432	58	1,847.0	26
2013	11180	127	Central Conn. St.	-	Opponent Totals	-	-	-	116	 	1,493	698	4,189	0.190	1,388	157	224	1,658	35	415	43	1,892.5	40
2013	11180	129	Central Mich.	-	Totals	-	-	-	112	 	1,579	698	4,134	0.213	1,489	130	253	1,731	58	314	48	1,924.0	36
2013	11180	129	Central Mich.	-	Opponent Totals	-	-	-	112	 	1,350	580	3,914	0.197	1,239	102	187	1,541	74	388	53	1,720.0	33
2013	11180	48	Charleston So.	-	Totals	-	-	-	122	 	1,370	611	4,062	0.187	1,297	150	219	1,647	49	356	70	1,747.0	67
2013	11180	48	Charleston So.	-	Opponent Totals	-	-	-	122	 	1,582	644	4,114	0.228	1,476	158	258	1,791	43	368	67	1,967.0	38
2013	11180	458	Charlotte	-	Totals	-	-	-	91	 	1,121	589	3,300	0.161	1,063	100	230	1,452	57	189	44	1,372.5	44
2013	11180	458	Charlotte	-	Opponent Totals	-	-	-	91	 	1,041	459	3,146	0.185	940	119	166	1,332	43	300	44	1,353.0	31
2013	11180	693	Chattanooga	-	Totals	-	-	-	119	 	1,440	665	4,624	0.168	1,320	121	144	2,160	63	268	75	1,758.0	29
2013	11180	693	Chattanooga	-	Opponent Totals	-	-	-	119	 	1,595	669	4,723	0.196	1,457	140	209	2,156	58	373	63	1,979.5	35
2013	11180	136	Chicago St.	-	Totals	-	-	-	106	 	1,050	694	3,702	0.096	976	105	175	1,521	17	224	55	1,284.0	53
2013	11180	136	Chicago St.	-	Opponent Totals	-	-	-	106	 	1,420	463	3,643	0.263	1,315	170	217	1,702	41	289	58	1,775.5	31
2013	11180	140	Cincinnati	-	Totals	-	-	-	120	 	1,564	645	4,169	0.220	1,475	122	271	1,738	57	308	65	1,897.0	33
2013	11180	140	Cincinnati	-	Opponent Totals	-	-	-	120	 	1,550	541	4,081	0.247	1,440	158	282	1,677	72	389	51	1,974.5	23
2013	11180	141	Citadel	-	Totals	-	-	-	-	-	122	 	1,268	643	4,279	0.146	1,170	97	136	1,809	65	326	89	1,593.0	41
2013	11180	141	Citadel	-	Opponent Totals	-	-	-	-	-	122	 	1,711	662	4,522	0.232	1,601	203	204	2,051	39	374	61	2,140.0	65
2013	11180	147	Clemson	-	Totals	-	-	-	-	-	109	 	1,451	529	4,000	0.231	1,359	135	158	1,874	76	408	59	1,866.0	26
2013	11180	147	Clemson	-	Opponent Totals	-	-	-	-	-	109	 	1,401	635	4,242	0.181	1,311	97	192	1,803	61	341	56	1,729.5	38
2013	11180	148	Cleveland St.	-	Totals	-	-	-	108	 	1,558	509	4,089	0.257	1,439	97	217	1,918	48	339	46	1,872.5	47
2013	11180	148	Cleveland St.	-	Opponent Totals	-	-	-	108	 	1,277	626	4,135	0.157	1,168	87	148	1,759	37	277	56	1,539.5	41
2013	11180	149	Coastal Caro.	-	Totals	-	-	-	117	 	1,374	650	3,967	0.183	1,262	157	266	1,645	70	324	91	1,763.0	39
2013	11180	149	Coastal Caro.	-	Opponent Totals	-	-	-	117	 	1,343	619	3,912	0.185	1,238	170	240	1,650	77	363	48	1,771.5	46
2013	11180	1014	Col. of Charleston	-	Totals	-	-	-	132	 	1,869	730	4,901	0.232	1,734	119	133	2,205	82	363	48	2,251.5	48
2013	11180	1014	Col. of Charleston	-	Opponent Totals	-	-	-	132	 	1,661	752	4,952	0.184	1,516	135	188	1,963	73	442	57	2,090.0	31
2013	11180	153	Colgate	-	Totals	-	-	-	-	-	115	 	1,385	674	4,032	0.176	1,272	157	189	1,730	56	355	25	1,775.5	15
2013	11180	153	Colgate	-	Opponent Totals	-	-	-	-	-	115	 	1,448	632	4,105	0.199	1,345	151	245	1,652	43	446	25	1,865.0	20
2013	11180	157	Colorado	-	Totals	-	-	-	116	 	1,388	665	3,757	0.192	1,280	125	202	1,415	34	437	43	1,765.5	23
2013	11180	157	Colorado	-	Opponent Totals	-	-	-	116	 	1,450	636	3,797	0.214	1,329	179	219	1,398	52	447	47	1,904.5	21
2013	11180	156	Colorado St.	-	Totals	-	-	-	104	 	1,391	468	3,476	0.266	1,270	110	198	1,472	42	509	65	1,797.5	11
2013	11180	156	Colorado St.	-	Opponent Totals	-	-	-	104	 	1,281	645	3,709	0.171	1,182	99	207	1,383	42	327	39	1,585.5	26
2013	11180	158	Columbia	-	Totals	-	-	-	84	 	1,071	400	3,087	0.217	998	90	122	1,372	40	340	47	1,371.0	25
2013	11180	158	Columbia	-	Opponent Totals	-	-	-	84	 	1,160	508	3,251	0.201	1,081	90	138	1,429	27	226	35	1,390.0	29
2013	11180	165	Coppin St.	-	Totals	-	-	-	88	 	937	512	2,691	0.158	868	129	191	1,044	26	201	42	1,192.5	41
2013	11180	165	Coppin St.	-	Opponent Totals	-	-	-	88	 	1,029	491	2,735	0.197	928	140	201	1,042	18	245	24	1,309.5	22
2013	11180	167	Cornell	-	Totals	-	-	-	-	-	97	 	1,158	578	3,401	0.171	1,074	151	271	1,292	54	308	46	1,517.0	35
2013	11180	167	Cornell	-	Opponent Totals	-	-	-	-	-	97	 	1,139	483	3,149	0.208	1,049	125	175	1,427	56	322	21	1,481.0	29
2013	11180	169	Creighton	-	Totals	-	-	-	124	 	1,660	514	4,639	0.247	1,516	154	234	2,148	54	650	70	2,193.0	20
2013	11180	169	Creighton	-	Opponent Totals	-	-	-	124	 	1,572	838	4,936	0.149	1,466	113	197	2,177	49	285	65	1,876.5	25
2013	11180	172	Dartmouth	-	Totals	-	-	-	81	 	814	437	2,858	0.132	744	112	154	1,201	20	221	40	1,056.5	23
2013	11180	172	Dartmouth	-	Opponent Totals	-	-	-	81	 	1,148	392	2,944	0.257	1,034	134	141	1,423	50	293	19	1,478.5	26
2013	11180	173	Davidson	-	Totals	-	-	-	104	 	1,305	564	4,064	0.182	1,231	125	139	1,879	51	292	54	1,627.0	23
2013	11180	173	Davidson	-	Opponent Totals	-	-	-	104	 	1,402	596	4,157	0.194	1,304	130	156	1,862	60	295	47	1,739.5	23
2013	11180	175	Dayton	-	Totals	-	-	-	110	 	1,588	480	3,862	0.287	1,504	121	179	1,693	35	494	47	1,991.0	13
2013	11180	175	Dayton	-	Opponent Totals	-	-	-	110	 	1,347	618	3,968	0.184	1,276	71	207	1,575	54	277	40	1,610.5	41
2013	11180	176	DePaul	-	Totals	-	-	-	109	 	1,311	555	3,872	0.195	1,205	137	222	1,596	49	358	66	1,676.0	37
2013	11180	176	DePaul	-	Opponent Totals	-	-	-	109	 	1,430	578	3,835	0.222	1,337	139	216	1,732	37	318	57	1,765.0	26
2013	11180	180	Delaware	-	Totals	-	-	-	-	-	109	 	1,301	535	4,044	0.189	1,217	122	146	1,854	25	359	55	1,627.5	50
2013	11180	180	Delaware	-	Opponent Totals	-	-	-	-	-	109	 	1,399	638	4,154	0.183	1,316	129	203	1,911	45	381	60	1,763.5	53
2013	11180	178	Delaware St.	-	Totals	-	-	-	94	 	964	507	2,810	0.163	880	142	220	1,167	64	202	32	1,271.0	20
2013	11180	178	Delaware St.	-	Opponent Totals	-	-	-	94	 	1,188	501	3,061	0.224	1,062	215	228	1,123	45	255	43	1,575.5	33
2013	11180	183	Denver	-	Totals	-	-	-	110	 	1,443	533	3,720	0.245	1,326	109	196	1,520	40	517	61	1,850.5	39
2013	11180	183	Denver	-	Opponent Totals	-	-	-	110	 	1,365	650	3,819	0.187	1,267	133	163	1,524	31	331	49	1,694.5	38
2013	11180	189	Drake	-	Totals	-	-	-	103	 	1,191	657	4,044	0.132	1,108	114	174	1,709	39	303	41	1,495.5	50
2013	11180	189	Drake	-	Opponent Totals	-	-	-	103	 	1,401	538	3,911	0.221	1,318	145	171	1,894	48	368	48	1,778.0	29
2013	11180	193	Duke	-	Totals	-	-	-	128	 	1,694	659	4,686	0.221	1,564	121	210	2,150	62	462	32	2,108.0	60
2013	11180	193	Duke	-	Opponent Totals	-	-	-	128	 	1,656	719	4,891	0.192	1,545	142	214	2,009	50	433	67	2,064.5	35
2013	11180	194	Duquesne	-	Totals	-	-	-	116	 	1,480	559	4,158	0.222	1,388	125	149	1,899	69	358	42	1,853.0	56
2013	11180	194	Duquesne	-	Opponent Totals	-	-	-	116	 	1,404	689	4,280	0.167	1,291	124	192	1,838	54	348	55	1,756.0	37
2013	11180	198	ETSU	-	Totals	-	-	-	139	 	1,781	729	4,720	0.223	1,644	175	264	1,832	60	613	71	2,322.5	88
2013	11180	198	ETSU	-	Opponent Totals	-	-	-	139	 	1,691	800	4,712	0.189	1,584	141	212	1,866	57	411	65	2,094.5	42
2013	11180	196	East Carolina	-	Totals	-	-	-	99	 	993	592	3,459	0.116	911	100	145	1,400	61	280	41	1,294.0	19
2013	11180	196	East Carolina	-	Opponent Totals	-	-	-	99	 	1,335	532	3,463	0.232	1,242	166	198	1,611	43	316	19	1,702.0	23
2013	11180	201	Eastern Ill.	-	Totals	-	-	-	-	-	124	 	1,590	724	4,415	0.196	1,507	145	247	1,807	63	369	73	1,982.5	33
2013	11180	201	Eastern Ill.	-	Opponent Totals	-	-	-	-	-	124	 	1,611	619	4,325	0.229	1,502	160	207	1,767	58	438	84	2,048.0	22
2013	11180	202	Eastern Ky.	-	Totals	-	-	-	105	 	1,174	617	3,779	0.147	1,096	144	178	1,592	46	218	53	1,473.0	33
2013	11180	202	Eastern Ky.	-	Opponent Totals	-	-	-	105	 	1,353	548	3,703	0.217	1,280	145	231	1,713	66	323	44	1,725.5	40
2013	11180	204	Eastern Mich.	-	Totals	-	-	-	-	-	126	 	1,646	633	4,960	0.204	1,505	138	155	2,204	42	392	40	2,022.0	27
2013	11180	204	Eastern Mich.	-	Opponent Totals	-	-	-	-	-	126	 	1,797	718	5,092	0.212	1,687	136	216	2,364	59	400	57	2,192.0	31
2013	11180	207	Eastern Wash.	-	Totals	-	-	-	107	 	1,296	652	3,963	0.163	1,202	100	164	1,624	56	352	55	1,628.0	47
2013	11180	207	Eastern Wash.	-	Opponent Totals	-	-	-	107	 	1,458	587	3,950	0.221	1,363	151	190	1,685	45	460	46	1,884.0	31
2013	11180	1068	Elon	-	Totals	-	-	-	-	-	118	 	1,447	650	4,215	0.189	1,340	138	244	1,703	38	380	51	1,813.0	27
2013	11180	1068	Elon	-	Opponent Totals	-	-	-	-	-	118	 	1,495	633	4,145	0.208	1,384	120	234	1,843	61	312	53	1,832.0	40
2013	11180	219	Evansville	-	Totals	-	-	-	110	 	1,333	637	4,232	0.164	1,251	107	123	1,830	51	389	59	1,685.5	22
2013	11180	219	Evansville	-	Opponent Totals	-	-	-	110	 	1,603	608	4,344	0.229	1,476	136	183	1,961	55	396	54	1,992.0	21
2013	11180	28755	FGCU	-	Totals	-	-	-	116	 	1,486	638	3,934	0.216	1,374	118	160	1,713	63	392	48	1,863.0	32
2013	11180	28755	FGCU	-	Opponent Totals	-	-	-	116	 	1,456	675	4,138	0.189	1,367	156	277	1,564	45	277	34	1,795.5	37
2013	11180	231	FIU	-	Totals	-	-	-	106	 	1,190	636	3,627	0.153	1,105	117	162	1,448	53	445	43	1,582.5	30
2013	11180	231	FIU	-	Opponent Totals	-	-	-	106	 	1,363	628	3,678	0.200	1,267	140	163	1,539	72	346	29	1,748.0	18
2013	11180	220	Fairfield	-	Totals	-	-	-	110	 	1,512	644	4,244	0.205	1,419	133	167	2,043	29	328	64	1,838.0	30
2013	11180	220	Fairfield	-	Opponent Totals	-	-	-	110	 	1,284	577	4,164	0.170	1,188	130	206	1,815	54	224	61	1,580.0	42
2013	11180	222	Fairleigh Dickinson	-	Totals	-	-	-	111	 	1,215	585	3,830	0.164	1,130	164	209	1,609	53	271	42	1,567.5	21
2013	11180	222	Fairleigh Dickinson	-	Opponent Totals	-	-	-	111	 	1,446	558	3,864	0.230	1,339	195	216	1,737	40	327	53	1,844.5	35
2013	11180	229	Fla. Atlantic	-	Totals	-	-	-	103	 	1,196	650	3,538	0.154	1,113	142	254	1,364	56	265	31	1,526.5	25
2013	11180	229	Fla. Atlantic	-	Opponent Totals	-	-	-	103	 	1,186	502	3,289	0.208	1,087	136	186	1,418	44	354	49	1,543.0	31
2013	11180	235	Florida	-	Totals	-	-	-	110	 	1,576	473	3,701	0.298	1,443	157	252	1,587	82	372	53	2,001.0	14
2013	11180	235	Florida	-	Opponent Totals	-	-	-	110	 	1,250	637	3,731	0.164	1,150	83	221	1,423	48	288	53	1,525.0	27
2013	11180	228	Florida A&M	-	Totals	-	-	-	94	 	1,172	458	3,121	0.229	1,074	117	150	1,271	41	146	28	1,403.0	14
2013	11180	228	Florida A&M	-	Opponent Totals	-	-	-	94	 	1,177	495	3,127	0.218	1,075	118	180	1,250	32	303	51	1,478.5	36
2013	11180	234	Florida St.	-	Totals	-	-	-	-	-	114	 	1,608	526	3,927	0.276	1,476	122	116	1,705	66	497	50	2,044.5	9
2013	11180	234	Florida St.	-	Opponent Totals	-	-	-	-	-	114	 	1,448	727	4,174	0.173	1,357	96	203	1,559	48	383	63	1,783.5	34
2013	11180	236	Fordham	-	Totals	-	-	-	131	 	1,577	839	4,405	0.168	1,478	159	255	1,707	34	455	82	1,997.5	47
2013	11180	236	Fordham	-	Opponent Totals	-	-	-	131	 	1,493	655	4,126	0.203	1,392	156	272	1,628	51	439	71	1,919.5	39
2013	11180	96	Fresno St.	-	Totals	-	-	-	114	 	1,552	724	4,196	0.197	1,433	160	208	1,750	33	346	42	1,918.0	12
2013	11180	96	Fresno St.	-	Opponent Totals	-	-	-	114	 	1,363	558	3,932	0.205	1,251	115	220	1,580	45	599	56	1,822.5	14
2013	11180	244	Furman	-	Totals	-	-	-	125	 	1,803	596	4,572	0.264	1,712	153	222	2,046	66	291	54	2,167.5	43
2013	11180	244	Furman	-	Opponent Totals	-	-	-	125	 	1,558	626	4,523	0.206	1,444	101	184	1,843	65	320	58	1,884.0	39
2013	11180	253	Ga. Southern	-	Totals	-	-	-	-	-	124	 	1,740	634	4,589	0.241	1,590	168	218	2,187	54	374	77	2,149.0	37
2013	11180	253	Ga. Southern	-	Opponent Totals	-	-	-	-	-	124	 	1,426	650	4,590	0.169	1,322	101	204	1,928	63	307	73	1,743.5	40
2013	11180	1092	Gardner-Webb	-	Totals	-	-	-	111	 	1,264	652	3,768	0.162	1,180	139	228	1,524	77	258	94	1,609.0	38
2013	11180	1092	Gardner-Webb	-	Opponent Totals	-	-	-	111	 	1,375	574	3,756	0.213	1,264	171	231	1,612	96	216	77	1,750.0	31
2013	11180	248	George Mason	-	Totals	-	-	-	92	 	1,075	516	3,328	0.168	992	98	184	1,410	30	312	27	1,359.0	25
2013	11180	248	George Mason	-	Opponent Totals	-	-	-	92	 	1,241	491	3,382	0.222	1,142	142	151	1,524	43	259	34	1,555.5	27
2013	11180	249	George Washington	-	Totals	-	-	-	102	 	1,210	656	3,749	0.148	1,134	134	213	1,554	46	280	47	1,530.0	29
