year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2013	11180	249	George Washington	-	Opponent Totals	-	-	-	102	 	1,210	521	3,551	0.194	1,091	131	162	1,593	40	440	49	1,601.0	31
2013	11180	251	Georgetown	-	Totals	-	-	-	104	 	1,305	652	3,814	0.171	1,213	130	143	1,608	41	287	25	1,619.5	37
2013	11180	251	Georgetown	-	Opponent Totals	-	-	-	104	 	1,370	496	3,733	0.234	1,251	139	173	1,568	48	452	41	1,783.0	26
2013	11180	257	Georgia	-	Totals	-	-	-	-	-	109	 	1,428	600	3,872	0.214	1,338	118	168	1,603	71	375	71	1,804.5	23
2013	11180	257	Georgia	-	Opponent Totals	-	-	-	-	-	109	 	1,438	580	3,869	0.222	1,333	121	163	1,651	51	424	75	1,822.0	40
2013	11180	254	Georgia St.	-	Totals	-	-	-	81	 	875	475	3,084	0.130	811	69	118	1,367	53	256	63	1,125.0	41
2013	11180	254	Georgia St.	-	Opponent Totals	-	-	-	81	 	1,171	478	3,222	0.215	1,088	106	132	1,538	32	265	40	1,441.5	19
2013	11180	255	Georgia Tech	-	Totals	-	-	-	116	 	1,550	614	3,771	0.248	1,440	204	336	1,460	53	386	54	2,000.0	34
2013	11180	255	Georgia Tech	-	Opponent Totals	-	-	-	116	 	1,291	575	3,563	0.201	1,173	110	253	1,372	34	394	37	1,632.0	35
2013	11180	260	Gonzaga	-	Totals	-	-	-	-	-	104	 	1,149	600	3,497	0.157	1,052	131	135	1,326	61	336	52	1,509.0	17
2013	11180	260	Gonzaga	-	Opponent Totals	-	-	-	-	-	104	 	1,402	525	3,496	0.251	1,341	141	200	1,508	59	370	30	1,787.0	15
2013	11180	261	Grambling	-	Totals	-	-	-	68	 	543	360	1,797	0.102	466	105	142	681	20	175	52	755.5	21
2013	11180	261	Grambling	-	Opponent Totals	-	-	-	68	 	844	314	1,939	0.273	742	216	144	804	16	164	24	1,158.0	11
2013	11180	794	Green Bay	-	Totals	-	-	-	-	-	109	 	1,437	566	4,247	0.205	1,343	88	178	2,020	71	362	33	1,777.0	47
2013	11180	794	Green Bay	-	Opponent Totals	-	-	-	-	-	109	 	1,440	635	4,347	0.185	1,343	112	171	1,974	52	340	61	1,774.0	34
2013	11180	270	Hampton	-	Totals	-	-	-	122	 	1,495	596	3,952	0.227	1,368	197	220	1,537	24	367	40	1,899.5	43
2013	11180	270	Hampton	-	Opponent Totals	-	-	-	122	 	1,485	664	3,955	0.208	1,380	205	270	1,580	57	340	35	1,917.0	37
2013	11180	272	Hartford	-	Totals	-	-	-	106	 	1,280	619	3,809	0.174	1,199	140	190	1,618	31	168	29	1,535.0	45
2013	11180	272	Hartford	-	Opponent Totals	-	-	-	106	 	1,320	509	3,690	0.220	1,239	139	154	1,622	52	432	74	1,727.0	41
2013	11180	275	Harvard	-	Totals	-	-	-	86	 	1,053	389	3,011	0.221	994	90	133	1,340	32	349	24	1,349.5	12
2013	11180	275	Harvard	-	Opponent Totals	-	-	-	86	 	1,177	474	3,209	0.219	1,103	129	146	1,383	47	202	36	1,454.0	12
2013	11180	277	Hawaii	-	Totals	-	-	-	113	 	1,618	532	3,921	0.277	1,486	147	217	1,641	52	459	55	2,046.5	19
2013	11180	277	Hawaii	-	Opponent Totals	-	-	-	113	 	1,278	613	3,828	0.174	1,172	88	219	1,505	56	387	37	1,615.5	35
2013	11180	19651	High Point	-	Totals	-	-	-	118	 	1,531	616	4,054	0.226	1,398	152	243	1,862	79	357	44	1,940.5	38
2013	11180	19651	High Point	-	Opponent Totals	-	-	-	118	 	1,354	647	4,125	0.171	1,215	138	209	1,660	41	297	62	1,681.5	41
2013	11180	283	Hofstra	-	Totals	-	-	-	132	 	1,736	886	4,684	0.181	1,635	180	230	1,720	18	528	50	2,198.0	58
2013	11180	283	Hofstra	-	Opponent Totals	-	-	-	132	 	1,443	669	4,194	0.185	1,349	175	190	1,725	25	494	63	1,890.0	47
2013	11180	285	Holy Cross	-	Totals	-	-	-	101	 	939	571	3,458	0.106	850	106	176	1,394	38	258	42	1,212.0	40
2013	11180	285	Holy Cross	-	Opponent Totals	-	-	-	101	 	1,397	523	3,559	0.246	1,304	192	201	1,720	46	304	41	1,787.0	22
2013	11180	288	Houston	-	Totals	-	-	-	-	-	104	 	1,240	571	3,751	0.178	1,161	99	203	1,598	44	372	59	1,569.0	33
2013	11180	288	Houston	-	Opponent Totals	-	-	-	-	-	104	 	1,397	576	3,826	0.215	1,306	131	174	1,717	50	250	47	1,703.0	19
2013	11180	287	Houston Baptist	-	Totals	-	-	-	107	 	1,503	588	4,137	0.221	1,411	150	150	1,831	35	290	60	1,833.0	17
2013	11180	287	Houston Baptist	-	Opponent Totals	-	-	-	107	 	1,261	585	3,939	0.172	1,169	110	154	1,724	44	312	92	1,571.0	48
2013	11180	290	Howard	-	Totals	-	-	-	83	 	741	493	2,455	0.101	666	102	247	892	24	130	30	932.0	38
2013	11180	290	Howard	-	Opponent Totals	-	-	-	83	 	968	378	2,418	0.244	896	173	188	1,053	28	244	27	1,291.0	33
2013	11180	308	IPFW	-	Totals	-	-	-	124	 	1,754	669	4,757	0.228	1,640	152	198	2,167	77	364	37	2,165.0	19
2013	11180	308	IPFW	-	Opponent Totals	-	-	-	124	 	1,506	680	4,662	0.177	1,412	105	163	1,984	77	406	61	1,891.0	31
2013	11180	2699	IUPUI	-	Totals	-	-	-	119	 	1,616	617	4,563	0.219	1,522	99	106	2,141	73	415	56	1,995.5	21
2013	11180	2699	IUPUI	-	Opponent Totals	-	-	-	119	 	1,596	692	4,742	0.191	1,500	108	199	2,018	41	453	60	1,971.5	26
2013	11180	295	Idaho	-	Totals	-	-	-	126	 	1,625	594	4,665	0.221	1,499	140	212	1,966	76	499	51	2,090.5	16
2013	11180	295	Idaho	-	Opponent Totals	-	-	-	126	 	1,697	748	4,764	0.199	1,588	133	192	2,128	47	385	59	2,069.5	21
2013	11180	294	Idaho St.	-	Totals	-	-	-	119	 	1,646	622	4,266	0.240	1,542	158	224	1,785	43	484	40	2,089.0	23
2013	11180	294	Idaho St.	-	Opponent Totals	-	-	-	119	 	1,429	680	4,157	0.180	1,334	113	200	1,623	29	476	41	1,809.0	12
2013	11180	302	Ill.-Chicago	-	Totals	-	-	-	119	 	1,634	674	4,663	0.206	1,481	104	151	2,042	56	368	40	1,978.0	24
2013	11180	302	Ill.-Chicago	-	Opponent Totals	-	-	-	119	 	1,518	658	4,625	0.186	1,349	139	197	1,941	52	428	34	1,923.0	21
2013	11180	301	Illinois	-	Totals	-	-	-	-	-	123	 	1,617	588	4,136	0.249	1,534	124	250	1,628	34	501	77	2,025.5	27
2013	11180	301	Illinois	-	Opponent Totals	-	-	-	-	-	123	 	1,616	620	4,137	0.241	1,531	150	219	1,681	28	453	41	2,020.5	27
2013	11180	299	Illinois St.	-	Totals	-	-	-	-	-	110	 	1,413	603	4,271	0.190	1,313	138	179	1,938	46	454	37	1,824.0	39
2013	11180	299	Illinois St.	-	Opponent Totals	-	-	-	-	-	110	 	1,370	705	4,364	0.152	1,259	112	151	1,950	60	334	35	1,709.0	33
2013	11180	306	Indiana	-	Totals	-	-	-	121	 	1,610	778	4,230	0.197	1,502	148	204	1,636	46	397	69	2,002.5	13
2013	11180	306	Indiana	-	Opponent Totals	-	-	-	121	 	1,563	584	4,011	0.244	1,443	119	226	1,571	67	446	67	1,972.0	16
2013	11180	305	Indiana St.	-	Totals	-	-	-	108	 	1,242	624	3,712	0.166	1,165	128	176	1,500	82	173	53	1,538.5	33
2013	11180	305	Indiana St.	-	Opponent Totals	-	-	-	108	 	1,391	484	3,607	0.251	1,266	172	183	1,568	86	276	40	1,787.0	20
2013	11180	310	Iona	-	Totals	-	-	-	110	 	1,334	549	4,173	0.188	1,238	144	168	1,986	41	260	52	1,649.0	71
2013	11180	310	Iona	-	Opponent Totals	-	-	-	110	 	1,459	580	4,327	0.203	1,376	138	212	1,990	36	293	64	1,779.5	32
2013	11180	312	Iowa	-	Totals	-	-	-	-	-	119	 	1,421	702	4,370	0.165	1,352	117	200	1,824	43	276	51	1,719.0	9
2013	11180	312	Iowa	-	Opponent Totals	-	-	-	-	-	119	 	1,639	599	4,290	0.242	1,534	151	195	1,923	48	391	55	2,033.5	18
2013	11180	311	Iowa St.	-	Totals	-	-	-	116	 	1,653	621	4,272	0.242	1,543	139	196	1,917	56	274	39	1,985.0	19
2013	11180	311	Iowa St.	-	Opponent Totals	-	-	-	116	 	1,358	583	4,142	0.187	1,286	96	177	1,658	53	409	77	1,711.5	21
2013	11180	314	Jackson St.	-	Totals	-	-	-	130	 	1,439	658	3,829	0.204	1,317	273	283	1,594	91	398	51	2,002.0	33
2013	11180	314	Jackson St.	-	Opponent Totals	-	-	-	130	 	1,246	720	3,743	0.141	1,121	176	202	1,485	67	331	63	1,654.5	30
2013	11180	316	Jacksonville	-	Totals	-	-	-	-	-	127	 	1,487	734	4,222	0.178	1,374	138	243	1,652	43	360	43	1,848.0	31
2013	11180	316	Jacksonville	-	Opponent Totals	-	-	-	-	-	127	 	1,608	576	4,112	0.251	1,502	198	237	1,735	59	424	65	2,077.0	44
2013	11180	315	Jacksonville St.	-	Totals	-	-	-	-	-	121	 	1,411	608	4,457	0.180	1,296	145	271	2,012	52	323	45	1,769.5	23
2013	11180	315	Jacksonville St.	-	Opponent Totals	-	-	-	-	-	121	 	1,525	674	4,520	0.188	1,403	131	252	2,009	66	306	66	1,875.0	19
2013	11180	317	James Madison	-	Totals	-	-	-	104	 	1,365	508	3,997	0.214	1,255	140	247	1,802	30	281	42	1,675.5	30
2013	11180	317	James Madison	-	Opponent Totals	-	-	-	104	 	1,328	566	3,953	0.193	1,240	88	186	1,861	46	305	33	1,614.5	36
2013	11180	328	Kansas	-	Totals	-	-	-	123	 	1,738	667	4,497	0.238	1,624	112	166	1,976	76	492	61	2,172.0	35
2013	11180	328	Kansas	-	Opponent Totals	-	-	-	123	 	1,510	768	4,595	0.161	1,431	96	187	1,757	42	399	52	1,847.5	36
2013	11180	327	Kansas St.	-	Totals	-	-	-	-	-	103	 	1,417	525	3,692	0.242	1,344	138	195	1,471	37	464	74	1,824.0	11
2013	11180	327	Kansas St.	-	Opponent Totals	-	-	-	-	-	103	 	1,248	589	3,523	0.187	1,178	106	183	1,478	34	388	52	1,582.0	19
2013	11180	1157	Kennesaw St.	-	Totals	-	-	-	116	 	1,474	646	3,997	0.207	1,400	144	205	1,689	58	268	58	1,810.0	25
2013	11180	1157	Kennesaw St.	-	Opponent Totals	-	-	-	116	 	1,455	600	3,987	0.214	1,315	136	217	1,579	39	377	53	1,818.5	21
2013	11180	331	Kent St.	-	Totals	-	-	-	98	 	1,102	531	3,266	0.175	1,046	113	184	1,283	67	272	38	1,418.0	29
2013	11180	331	Kent St.	-	Opponent Totals	-	-	-	98	 	1,385	561	3,421	0.241	1,300	163	181	1,445	43	315	24	1,748.5	24
2013	11180	334	Kentucky	-	Totals	-	-	-	123	 	1,673	618	4,224	0.250	1,551	178	286	1,805	76	470	74	2,162.0	31
2013	11180	334	Kentucky	-	Opponent Totals	-	-	-	123	 	1,448	678	4,208	0.183	1,339	86	190	1,659	81	326	58	1,778.0	44
2013	11180	361	LIU Brooklyn	-	Totals	-	-	-	120	 	1,610	604	4,107	0.245	1,506	195	221	1,706	48	448	38	2,077.0	37
2013	11180	361	LIU Brooklyn	-	Opponent Totals	-	-	-	120	 	1,301	671	4,008	0.157	1,218	138	190	1,587	42	432	69	1,697.0	32
2013	11180	365	LSU	-	Totals	-	-	-	107	 	1,392	626	4,125	0.186	1,312	94	178	1,803	71	351	59	1,732.5	28
2013	11180	365	LSU	-	Opponent Totals	-	-	-	107	 	1,484	585	4,142	0.217	1,404	101	164	1,865	54	389	59	1,833.5	33
2013	11180	340	La Salle	-	Totals	-	-	-	112	 	1,204	650	4,114	0.135	1,102	116	147	1,762	24	200	35	1,444.0	62
2013	11180	340	La Salle	-	Opponent Totals	-	-	-	112	 	1,526	495	4,097	0.252	1,404	174	237	1,927	38	342	40	1,909.0	46
2013	11180	671	La.-Lafayette	-	Totals	-	-	-	119	 	1,538	659	4,385	0.200	1,395	162	253	1,741	65	294	69	1,912.0	36
2013	11180	671	La.-Lafayette	-	Opponent Totals	-	-	-	119	 	1,426	677	4,148	0.181	1,328	105	202	1,865	60	340	52	1,761.0	45
2013	11180	498	La.-Monroe	-	Totals	-	-	-	80	 	792	459	2,715	0.123	721	81	171	1,059	33	318	76	1,065.0	19
2013	11180	498	La.-Monroe	-	Opponent Totals	-	-	-	80	 	1,013	446	2,788	0.203	933	99	169	1,265	35	195	40	1,244.5	3
2013	11180	342	Lafayette	-	Totals	-	-	-	-	-	101	 	1,026	578	3,435	0.130	978	126	153	1,555	46	240	25	1,318.0	20
2013	11180	342	Lafayette	-	Opponent Totals	-	-	-	-	-	101	 	1,181	579	3,565	0.169	1,122	182	181	1,601	57	254	42	1,547.0	22
2013	11180	346	Lamar	-	Totals	-	-	-	-	-	118	 	1,375	677	3,849	0.181	1,286	194	309	1,554	28	314	44	1,754.0	31
2013	11180	346	Lamar	-	Opponent Totals	-	-	-	-	-	118	 	1,426	588	3,832	0.219	1,313	181	253	1,536	49	335	57	1,823.5	38
2013	11180	352	Lehigh	-	Totals	-	-	-	92	 	1,137	584	3,381	0.164	1,088	132	139	1,406	46	260	21	1,445.0	34
2013	11180	352	Lehigh	-	Opponent Totals	-	-	-	92	 	1,081	492	3,196	0.184	1,019	124	169	1,347	48	298	33	1,402.0	18
2013	11180	355	Liberty	-	Totals	-	-	-	123	 	1,603	558	4,186	0.250	1,466	189	190	1,732	70	430	41	2,077.0	49
2013	11180	355	Liberty	-	Opponent Totals	-	-	-	123	 	1,624	694	4,344	0.214	1,527	128	229	1,792	47	281	44	1,939.5	59
2013	11180	28600	Lipscomb	-	Totals	-	-	-	-	-	104	 	1,512	622	3,940	0.226	1,400	122	204	1,613	47	208	51	1,785.0	24
2013	11180	28600	Lipscomb	-	Opponent Totals	-	-	-	-	-	104	 	1,229	476	3,566	0.211	1,133	89	158	1,484	59	373	50	1,563.5	34
2013	11180	32	Little Rock	-	Totals	-	-	-	-	-	110	 	1,479	552	4,075	0.227	1,403	94	172	1,743	36	375	58	1,796.5	16
2013	11180	32	Little Rock	-	Opponent Totals	-	-	-	-	-	110	 	1,528	578	4,128	0.230	1,426	107	161	1,774	51	295	49	1,833.5	36
2013	11180	99	Long Beach St.	-	Totals	-	-	-	104	 	1,470	554	4,058	0.226	1,371	80	132	1,804	67	358	67	1,796.0	23
2013	11180	99	Long Beach St.	-	Opponent Totals	-	-	-	104	 	1,386	609	4,045	0.192	1,317	102	185	1,677	63	399	39	1,750.5	18
2013	11180	366	Louisiana Tech	-	Totals	-	-	-	-	-	105	 	1,102	649	3,673	0.123	1,006	102	170	1,466	47	274	39	1,388.0	32
2013	11180	366	Louisiana Tech	-	Opponent Totals	-	-	-	-	-	105	 	1,369	540	3,591	0.231	1,262	162	182	1,667	35	355	34	1,743.5	28
2013	11180	367	Louisville	-	Totals	-	-	-	-	-	121	 	1,730	522	4,451	0.271	1,620	132	243	2,039	77	441	72	2,159.5	29
2013	11180	367	Louisville	-	Opponent Totals	-	-	-	-	-	121	 	1,480	721	4,561	0.166	1,413	80	237	1,958	42	334	56	1,769.0	34
2013	11180	371	Loyola Chicago	-	Totals	-	-	-	110	 	1,434	693	3,964	0.187	1,325	153	198	1,672	55	372	60	1,828.0	32
2013	11180	371	Loyola Chicago	-	Opponent Totals	-	-	-	110	 	1,297	606	3,846	0.180	1,198	114	158	1,578	49	380	50	1,650.0	44
2013	11180	369	Loyola Maryland	-	Totals	-	-	-	108	 	1,362	605	3,802	0.199	1,280	153	248	1,687	52	237	53	1,685.5	72
2013	11180	369	Loyola Maryland	-	Opponent Totals	-	-	-	108	 	1,262	517	3,687	0.202	1,155	130	184	1,572	45	305	47	1,589.5	52
2013	11180	370	Loyola Marymount	-	Totals	-	-	-	-	-	114	 	1,589	620	4,071	0.238	1,494	162	295	1,629	27	397	62	1,976.5	16
2013	11180	370	Loyola Marymount	-	Opponent Totals	-	-	-	-	-	114	 	1,334	600	3,816	0.192	1,268	99	186	1,515	55	480	43	1,728.0	10
2013	11180	381	Manhattan	-	Totals	-	-	-	-	-	118	 	1,485	616	4,526	0.192	1,401	121	129	2,180	36	269	55	1,776.5	35
2013	11180	381	Manhattan	-	Opponent Totals	-	-	-	-	-	118	 	1,524	629	4,671	0.192	1,420	163	207	2,081	38	397	55	1,923.5	59
2013	11180	386	Marist	-	Totals	-	-	-	107	 	1,280	592	3,808	0.181	1,203	123	144	1,502	24	362	44	1,608.0	38
2013	11180	386	Marist	-	Opponent Totals	-	-	-	107	 	1,363	524	3,663	0.229	1,276	181	172	1,667	33	322	60	1,738.0	40
2013	11180	387	Marquette	-	Totals	-	-	-	125	 	1,759	536	4,423	0.277	1,654	159	281	1,986	39	477	57	2,195.5	31
2013	11180	387	Marquette	-	Opponent Totals	-	-	-	125	 	1,554	680	4,545	0.192	1,464	120	262	1,814	66	336	83	1,908.0	41
2013	11180	388	Marshall	-	Totals	-	-	-	118	 	1,468	649	4,325	0.189	1,368	159	271	1,880	51	270	82	1,813.0	25
2013	11180	388	Marshall	-	Opponent Totals	-	-	-	118	 	1,399	635	4,203	0.182	1,297	99	216	1,882	59	352	67	1,733.0	51
2013	11180	392	Maryland	-	Totals	-	-	-	117	 	1,597	662	4,252	0.220	1,481	148	226	1,699	92	342	69	2,008.0	49
2013	11180	392	Maryland	-	Opponent Totals	-	-	-	117	 	1,477	609	4,087	0.212	1,372	140	190	1,688	107	269	64	1,858.5	44
2013	11180	402	McNeese St.	-	Totals	-	-	-	113	 	1,267	656	3,613	0.169	1,213	84	93	1,493	52	279	42	1,542.5	48
2013	11180	402	McNeese St.	-	Opponent Totals	-	-	-	113	 	1,575	568	3,871	0.260	1,455	202	219	1,428	56	413	47	2,039.5	34
2013	11180	404	Memphis	-	Totals	-	-	-	-	-	121	 	1,498	695	4,156	0.193	1,399	149	272	1,783	39	356	47	1,864.0	48
2013	11180	404	Memphis	-	Opponent Totals	-	-	-	-	-	121	 	1,477	599	4,132	0.212	1,348	166	221	1,680	61	417	47	1,912.5	52
2013	11180	406	Mercer	-	Totals	-	-	-	107	 	1,282	569	4,203	0.170	1,190	119	214	1,915	33	299	39	1,583.5	40
2013	11180	406	Mercer	-	Opponent Totals	-	-	-	107	 	1,426	589	4,201	0.199	1,319	115	215	2,079	53	308	57	1,748.0	38
2013	11180	415	Miami (FL)	-	Totals	-	-	-	115	 	1,642	598	4,329	0.241	1,526	141	195	1,888	53	562	46	2,117.0	33
2013	11180	415	Miami (FL)	-	Opponent Totals	-	-	-	115	 	1,432	693	4,347	0.170	1,329	102	148	1,797	76	322	78	1,771.0	31
2013	11180	414	Miami (OH)	-	Totals	-	-	-	105	 	1,267	591	3,670	0.184	1,169	116	244	1,453	39	337	33	1,590.5	27
2013	11180	414	Miami (OH)	-	Opponent Totals	-	-	-	105	 	1,332	556	3,574	0.217	1,229	120	190	1,568	59	323	49	1,672.5	36
2013	11180	418	Michigan	-	Totals	-	-	-	-	-	146	 	2,031	742	5,305	0.243	1,903	165	261	2,207	66	517	67	2,520.5	31
2013	11180	418	Michigan	-	Opponent Totals	-	-	-	-	-	146	 	1,849	753	5,169	0.212	1,717	132	259	2,168	84	525	67	2,327.5	39
2013	11180	416	Michigan St.	-	Totals	-	-	-	129	 	1,824	665	4,374	0.265	1,688	204	266	1,753	60	468	85	2,322.0	21
2013	11180	416	Michigan St.	-	Opponent Totals	-	-	-	129	 	1,473	654	4,147	0.197	1,389	110	208	1,654	84	292	60	1,813.0	33
2013	11180	419	Middle Tenn.	-	Totals	-	-	-	123	 	1,537	728	4,080	0.198	1,455	126	186	1,524	60	453	67	1,949.5	48
2013	11180	419	Middle Tenn.	-	Opponent Totals	-	-	-	123	 	1,660	686	4,157	0.234	1,529	138	212	1,569	82	432	69	2,096.0	35
2013	11180	797	Milwaukee	-	Totals	-	-	-	112	 	1,391	669	4,164	0.173	1,303	99	129	1,766	48	368	62	1,722.0	53
2013	11180	797	Milwaukee	-	Opponent Totals	-	-	-	112	 	1,495	631	4,208	0.205	1,387	132	157	1,806	40	435	38	1,884.5	42
2013	11180	428	Minnesota	-	Totals	-	-	-	126	 	1,817	584	4,219	0.292	1,707	199	305	1,708	49	458	41	2,294.0	34
2013	11180	428	Minnesota	-	Opponent Totals	-	-	-	126	 	1,516	642	4,158	0.210	1,426	133	248	1,581	56	456	74	1,933.0	31
2013	11180	430	Mississippi St.	-	Totals	-	-	-	-	-	99	 	1,108	596	3,662	0.140	1,051	69	105	1,607	34	221	31	1,321.5	47
2013	11180	430	Mississippi St.	-	Opponent Totals	-	-	-	-	-	99	 	1,416	448	3,653	0.265	1,315	137	177	1,711	59	384	43	1,804.0	18
2013	11180	432	Mississippi Val.	-	Totals	-	-	-	93	 	998	593	3,119	0.130	844	102	101	1,165	57	185	24	1,249.5	43
2013	11180	432	Mississippi Val.	-	Opponent Totals	-	-	-	93	 	1,072	513	3,014	0.185	922	157	172	1,366	96	260	87	1,455.0	107
2013	11180	434	Missouri	-	Totals	-	-	-	104	 	1,350	421	3,613	0.257	1,277	130	154	1,569	76	407	77	1,759.5	24
2013	11180	434	Missouri	-	Opponent Totals	-	-	-	104	 	1,377	619	3,791	0.200	1,309	125	180	1,626	52	234	52	1,671.0	21
2013	11180	669	Missouri St.	-	Totals	-	-	-	118	 	1,663	719	4,505	0.210	1,572	98	101	2,092	49	465	34	2,042.5	24
2013	11180	669	Missouri St.	-	Opponent Totals	-	-	-	118	 	1,542	650	4,578	0.195	1,450	116	154	1,780	61	501	56	1,969.5	25
2013	11180	441	Montana	-	Totals	-	-	-	115	 	1,311	613	3,969	0.176	1,221	92	151	1,628	46	465	70	1,681.5	28
2013	11180	441	Montana	-	Opponent Totals	-	-	-	115	 	1,608	629	4,209	0.233	1,517	165	185	1,744	63	414	58	2,043.0	21
2013	11180	440	Montana St.	-	Totals	-	-	-	118	 	1,532	690	4,200	0.200	1,440	134	203	1,690	27	465	57	1,925.5	28
2013	11180	440	Montana St.	-	Opponent Totals	-	-	-	118	 	1,436	646	4,096	0.193	1,344	127	186	1,685	59	446	47	1,845.0	24
2013	11180	444	Morehead St.	-	Totals	-	-	-	122	 	1,695	724	4,423	0.220	1,574	161	235	1,990	70	379	56	2,115.5	47
2013	11180	444	Morehead St.	-	Opponent Totals	-	-	-	122	 	1,211	649	4,153	0.135	1,140	102	203	1,695	39	395	78	1,549.5	55
2013	11180	446	Morgan St.	-	Totals	-	-	-	-	-	89	 	924	595	2,760	0.119	828	93	226	970	32	226	52	1,162.0	26
2013	11180	446	Morgan St.	-	Opponent Totals	-	-	-	-	-	89	 	1,055	412	2,615	0.246	964	169	198	1,027	31	245	21	1,377.5	28
2013	11180	454	Murray St.	-	Totals	-	-	-	-	-	88	 	1,042	575	3,121	0.150	978	90	123	1,335	42	237	41	1,292.5	21
2013	11180	454	Murray St.	-	Opponent Totals	-	-	-	-	-	88	 	1,185	465	3,217	0.224	1,114	107	159	1,249	42	376	63	1,522.0	14
2013	11180	488	N.C. A&T	-	Totals	-	-	-	-	-	118	 	1,108	667	3,638	0.121	997	186	271	1,445	35	299	43	1,478.5	81
2013	11180	488	N.C. A&T	-	Opponent Totals	-	-	-	-	-	118	 	1,438	594	3,704	0.228	1,315	222	282	1,614	26	292	36	1,832.0	29
2013	11180	489	N.C. Central	-	Totals	-	-	-	102	 	1,136	574	3,120	0.180	1,041	147	243	1,097	53	227	47	1,449.5	45
2013	11180	489	N.C. Central	-	Opponent Totals	-	-	-	102	 	1,239	461	3,026	0.257	1,115	160	207	1,221	31	292	33	1,576.0	25
2013	11180	471	NJIT	-	Totals	-	-	-	109	 	1,281	606	3,840	0.176	1,214	118	208	1,783	38	220	58	1,547.0	31
2013	11180	471	NJIT	-	Opponent Totals	-	-	-	109	 	1,339	566	3,957	0.195	1,243	149	198	1,669	26	407	64	1,717.5	46
2013	11180	726	Navy	-	Totals	-	-	-	99	 	1,191	593	3,386	0.177	1,121	124	184	1,408	54	230	62	1,484.0	24
2013	11180	726	Navy	-	Opponent Totals	-	-	-	99	 	1,159	499	3,286	0.201	1,074	142	176	1,357	65	255	29	1,493.5	42
2013	11180	463	Nebraska	-	Totals	-	-	-	-	-	123	 	1,728	509	4,171	0.292	1,617	139	217	1,767	79	477	68	2,184.5	15
2013	11180	463	Nebraska	-	Opponent Totals	-	-	-	-	-	123	 	1,543	697	4,316	0.196	1,452	94	209	1,688	50	362	69	1,868.0	35
2013	11180	466	Nevada	-	Totals	-	-	-	106	 	1,173	666	3,731	0.136	1,077	121	213	1,348	52	375	85	1,533.5	30
2013	11180	466	Nevada	-	Opponent Totals	-	-	-	106	 	1,466	570	3,611	0.248	1,376	148	187	1,624	26	398	35	1,839.0	18
2013	11180	469	New Hampshire	-	Totals	-	-	-	106	 	1,331	572	3,840	0.198	1,240	135	179	1,689	39	306	39	1,658.0	32
2013	11180	469	New Hampshire	-	Opponent Totals	-	-	-	106	 	1,262	584	3,779	0.179	1,177	142	154	1,674	32	300	49	1,586.0	37
2013	11180	473	New Mexico	-	Totals	-	-	-	-	-	127	 	1,508	716	4,207	0.188	1,414	160	253	1,797	58	474	78	1,963.0	21
2013	11180	473	New Mexico	-	Opponent Totals	-	-	-	-	-	127	 	1,456	785	4,349	0.154	1,352	145	253	1,656	48	478	70	1,888.0	36
2013	11180	472	New Mexico St.	-	Totals	-	-	-	124	 	1,657	692	4,342	0.222	1,531	155	198	1,736	92	431	57	2,119.5	38
2013	11180	472	New Mexico St.	-	Opponent Totals	-	-	-	124	 	1,511	757	4,253	0.177	1,412	143	200	1,687	69	500	54	1,973.0	39
2013	11180	474	New Orleans	-	Totals	-	-	-	79	 	839	453	2,554	0.151	748	116	191	1,009	24	129	43	1,043.5	32
2013	11180	474	New Orleans	-	Opponent Totals	-	-	-	79	 	936	352	2,415	0.242	851	112	129	1,102	34	265	34	1,214.5	36
2013	11180	482	Niagara	-	Totals	-	-	-	111	 	1,400	535	4,183	0.207	1,289	160	216	1,880	39	268	45	1,733.0	39
2013	11180	482	Niagara	-	Opponent Totals	-	-	-	111	 	1,398	608	4,192	0.188	1,291	140	192	1,965	43	241	40	1,701.5	37
2013	11180	483	Nicholls St.	-	Totals	-	-	-	108	 	1,156	540	3,710	0.166	1,101	134	209	1,607	19	326	38	1,472.0	42
2013	11180	483	Nicholls St.	-	Opponent Totals	-	-	-	108	 	1,421	560	3,847	0.224	1,355	181	205	1,778	31	272	66	1,769.0	36
2013	11180	485	Norfolk St.	-	Totals	-	-	-	-	-	123	 	1,441	751	3,931	0.176	1,311	198	287	1,465	40	309	82	1,833.5	56
2013	11180	485	Norfolk St.	-	Opponent Totals	-	-	-	-	-	123	 	1,414	591	3,735	0.220	1,300	169	273	1,437	59	404	62	1,844.0	39
2013	11180	457	North Carolina	-	Totals	-	-	-	-	-	121	 	1,701	655	4,421	0.237	1,596	147	219	1,844	68	452	70	2,142.0	31
2013	11180	457	North Carolina	-	Opponent Totals	-	-	-	-	-	121	 	1,428	693	4,250	0.173	1,310	98	198	1,743	75	417	56	1,809.5	32
2013	11180	490	North Carolina St.	-	Totals	-	-	-	122	 	1,571	680	4,367	0.204	1,428	156	240	1,811	82	407	81	2,012.5	18
