year	year_id	team_id	team_name	team_url
2015	11760	26172	A&M-Corpus Chris	http://stats.ncaa.org/team/index/11760?org_id=26172
2015	11760	2	Abilene Christian	http://stats.ncaa.org/team/index/11760?org_id=2
2015	11760	721	Air Force	http://stats.ncaa.org/team/index/11760?org_id=721
2015	11760	5	Akron	http://stats.ncaa.org/team/index/11760?org_id=5
2015	11760	8	Alabama	http://stats.ncaa.org/team/index/11760?org_id=8
2015	11760	6	Alabama A&M	http://stats.ncaa.org/team/index/11760?org_id=6
2015	11760	7	Alabama St.	http://stats.ncaa.org/team/index/11760?org_id=7
2015	11760	14	Albany (NY)	http://stats.ncaa.org/team/index/11760?org_id=14
2015	11760	17	Alcorn	http://stats.ncaa.org/team/index/11760?org_id=17
2015	11760	23	American	http://stats.ncaa.org/team/index/11760?org_id=23
2015	11760	27	Appalachian St.	http://stats.ncaa.org/team/index/11760?org_id=27
2015	11760	29	Arizona	http://stats.ncaa.org/team/index/11760?org_id=29
2015	11760	28	Arizona St.	http://stats.ncaa.org/team/index/11760?org_id=28
2015	11760	2678	Ark.-Pine Bluff	http://stats.ncaa.org/team/index/11760?org_id=2678
2015	11760	31	Arkansas	http://stats.ncaa.org/team/index/11760?org_id=31
2015	11760	30	Arkansas St.	http://stats.ncaa.org/team/index/11760?org_id=30
2015	11760	725	Army West Point	http://stats.ncaa.org/team/index/11760?org_id=725
2015	11760	37	Auburn	http://stats.ncaa.org/team/index/11760?org_id=37
2015	11760	43	Austin Peay	http://stats.ncaa.org/team/index/11760?org_id=43
2015	11760	77	BYU	http://stats.ncaa.org/team/index/11760?org_id=77
2015	11760	47	Ball St.	http://stats.ncaa.org/team/index/11760?org_id=47
2015	11760	51	Baylor	http://stats.ncaa.org/team/index/11760?org_id=51
2015	11760	14927	Belmont	http://stats.ncaa.org/team/index/11760?org_id=14927
2015	11760	61	Bethune-Cookman	http://stats.ncaa.org/team/index/11760?org_id=61
2015	11760	62	Binghamton	http://stats.ncaa.org/team/index/11760?org_id=62
2015	11760	66	Boise St.	http://stats.ncaa.org/team/index/11760?org_id=66
2015	11760	67	Boston College	http://stats.ncaa.org/team/index/11760?org_id=67
2015	11760	71	Bowling Green	http://stats.ncaa.org/team/index/11760?org_id=71
2015	11760	72	Bradley	http://stats.ncaa.org/team/index/11760?org_id=72
2015	11760	80	Brown	http://stats.ncaa.org/team/index/11760?org_id=80
2015	11760	81	Bryant	http://stats.ncaa.org/team/index/11760?org_id=81
2015	11760	83	Bucknell	http://stats.ncaa.org/team/index/11760?org_id=83
2015	11760	86	Buffalo	http://stats.ncaa.org/team/index/11760?org_id=86
2015	11760	87	Butler	http://stats.ncaa.org/team/index/11760?org_id=87
2015	11760	94	CSU Bakersfield	http://stats.ncaa.org/team/index/11760?org_id=94
2015	11760	101	CSUN	http://stats.ncaa.org/team/index/11760?org_id=101
2015	11760	90	Cal Poly	http://stats.ncaa.org/team/index/11760?org_id=90
2015	11760	97	Cal St. Fullerton	http://stats.ncaa.org/team/index/11760?org_id=97
2015	11760	107	California	http://stats.ncaa.org/team/index/11760?org_id=107
2015	11760	115	Campbell	http://stats.ncaa.org/team/index/11760?org_id=115
2015	11760	116	Canisius	http://stats.ncaa.org/team/index/11760?org_id=116
2015	11760	1004	Central Ark.	http://stats.ncaa.org/team/index/11760?org_id=1004
2015	11760	127	Central Conn. St.	http://stats.ncaa.org/team/index/11760?org_id=127
2015	11760	129	Central Mich.	http://stats.ncaa.org/team/index/11760?org_id=129
2015	11760	48	Charleston So.	http://stats.ncaa.org/team/index/11760?org_id=48
2015	11760	458	Charlotte	http://stats.ncaa.org/team/index/11760?org_id=458
2015	11760	693	Chattanooga	http://stats.ncaa.org/team/index/11760?org_id=693
2015	11760	136	Chicago St.	http://stats.ncaa.org/team/index/11760?org_id=136
2015	11760	140	Cincinnati	http://stats.ncaa.org/team/index/11760?org_id=140
2015	11760	141	Citadel	http://stats.ncaa.org/team/index/11760?org_id=141
2015	11760	147	Clemson	http://stats.ncaa.org/team/index/11760?org_id=147
2015	11760	148	Cleveland St.	http://stats.ncaa.org/team/index/11760?org_id=148
2015	11760	149	Coastal Caro.	http://stats.ncaa.org/team/index/11760?org_id=149
2015	11760	1014	Col. of Charleston	http://stats.ncaa.org/team/index/11760?org_id=1014
2015	11760	153	Colgate	http://stats.ncaa.org/team/index/11760?org_id=153
