year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	height	class_year	games_played	games_started
2015	11760	26172	A&M-Corpus Chris	4	1338780.0	Baresh, Ivy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1338780.0	OH	5-9	Jr	119	0
2015	11760	26172	A&M-Corpus Chris	10	1226851.0	Brink, Brianna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1226851.0	RS	6-1	Sr	129	0
2015	11760	26172	A&M-Corpus Chris	6	1459400.0	Carlson, Morgan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1459400.0	RS	6-0	So	18	0
2015	11760	26172	A&M-Corpus Chris	5	1565945.0	Doud, Madeleine	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565945.0	MB	6-1	Fr	61	0
2015	11760	26172	A&M-Corpus Chris	16	1565953.0	Felux, Kelsee	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565953.0	OH	5-11	Jr	87	0
2015	11760	26172	A&M-Corpus Chris	2	1565944.0	Gilpin, Brittany	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565944.0	MB	5-10	Fr	125	0
2015	11760	26172	A&M-Corpus Chris	17	1338784.0	King, Hailey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1338784.0	L/DS	5-8	Jr	117	0
2015	11760	26172	A&M-Corpus Chris	11	1565948.0	Klepetka, Kate	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565948.0	DS	5-8	Fr	112	0
2015	11760	26172	A&M-Corpus Chris	1	1565943.0	Luke, Erica	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565943.0	L	5-3	Fr	10	0
2015	11760	26172	A&M-Corpus Chris	3	1338779.0	Maldonado, Shayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1338779.0	L/DS	5-7	Jr	63	0
2015	11760	26172	A&M-Corpus Chris	7	1565946.0	McGarva, Kirstee	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565946.0	OH	5-10	Fr	34	0
2015	11760	26172	A&M-Corpus Chris	14	1565950.0	Nicholson, Kristyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565950.0	S	6-0	Fr	117	0
2015	11760	26172	A&M-Corpus Chris	9	1226850.0	Phelps, Ashley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1226850.0	OH	6-1	Sr	113	0
2015	11760	26172	A&M-Corpus Chris	12	1338786.0	Satterwhite, Haley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1338786.0	OH	5-10	Jr	58	0
2015	11760	26172	A&M-Corpus Chris	8	1565947.0	Stanford, Chelby	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565947.0	S	5-8	Jr	36	0
2015	11760	26172	A&M-Corpus Chris	13	1565949.0	Wall, Maddy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565949.0	DS	5-6	Fr	26	0
2015	11760	2	Abilene Christian	11	1459592.0	Adkins, Emily	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1459592.0	DS	5-5	So	31	0
2015	11760	2	Abilene Christian	3	1576733.0	Borger, Neely	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1576733.0	MB	5-11	Sr	102	0
2015	11760	2	Abilene Christian	12	1576730.0	Grandcolas, Corinne	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1576730.0	OH	6-0	Fr	42	0
2015	11760	2	Abilene Christian	14	1358002.0	Hoover, Madison	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1358002.0	L	5-8	Jr	68	0
2015	11760	2	Abilene Christian	6	1459593.0	Lambert, Erica	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1459593.0	OH	6-1	So	43	0
2015	11760	2	Abilene Christian	9	1358001.0	Loerch, Jennifer	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1358001.0	OH	5-9	Jr	113	0
2015	11760	2	Abilene Christian	4	1459594.0	Mercier, Lexi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1459594.0	MB	6-0	So	111	0
2015	11760	2	Abilene Christian	7	1576728.0	Morales, Nicole	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1576728.0	DS	5-2	Fr	72	0
2015	11760	2	Abilene Christian	13	1576731.0	Nix, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1576731.0	OH	6-0	Sr	55	0
2015	11760	2	Abilene Christian	8	1576729.0	Ray, Brooke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1576729.0	DS	5-9	So	100	0
2015	11760	2	Abilene Christian	5	1244234.0	Riley, Rachel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1244234.0	OH	5-11	Sr	74	0
2015	11760	2	Abilene Christian	1	1576727.0	Schoelman, Stephanie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1576727.0	OH	5-10	Fr	46	0
2015	11760	2	Abilene Christian	2	1357999.0	Siemens, Sarah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1357999.0	S	6-1	Jr	113	0
2015	11760	2	Abilene Christian	15	1576732.0	Smith, Tucker	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1576732.0	S	5-7	So	54	0
2015	11760	2	Abilene Christian	10	1459595.0	Swanson, Dorothy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1459595.0	OH	5-10	So	84	0
2015	11760	721	Air Force	5	1455305.0	Banyai, Savannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1455305.0	OH	5-10	So	60	0
2015	11760	721	Air Force	16	1348025.0	Bates, Rebecca	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1348025.0	L/DS	5-6	Jr	120	0
2015	11760	721	Air Force	4	1348021.0	Bradley-Powers, Rachael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1348021.0	L/DS	5-6	Jr	121	0
2015	11760	721	Air Force	1	1348020.0	Clement, Akokwe	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1348020.0	OH	5-10	Jr	121	0
2015	11760	721	Air Force	3	1230114.0	Dridge, Emma	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1230114.0	L/DS	5-6	Sr	121	0
2015	11760	721	Air Force	9	1455306.0	Foster, Collette	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1455306.0	OH	5-10	So	0	0
2015	11760	721	Air Force	8	1230117.0	Foster, Victoria	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1230117.0	OH	5-11	Sr	26	0
2015	11760	721	Air Force	10	1565978.0	Heineck, Piper	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565978.0	MB	6-1	Fr	9	0
2015	11760	721	Air Force	12	1230119.0	Holt, Kristen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1230119.0	MB	6-1	Sr	39	0
2015	11760	721	Air Force	17	1565981.0	Hoppe, Erin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565981.0	S	5-11	Fr	3	0
2015	11760	721	Air Force	7	1230116.0	Keltner, Hillary	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1230116.0	S	5-11	Sr	121	0
2015	11760	721	Air Force	18	1565982.0	Moyles, Peyton	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565982.0	S	5-7	Fr	6	0
2015	11760	721	Air Force	22	1348027.0	Parker, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1348027.0	MH	6-1	Jr	113	0
2015	11760	721	Air Force	13	1348024.0	Rosas, Raquel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1348024.0	MB	6-0	Jr	102	0
2015	11760	721	Air Force	11	1565979.0	Seitz, Natalie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565979.0	DS	5-9	Fr	24	0
2015	11760	721	Air Force	21	1348028.0	Sherrill, Maggie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1348028.0	OH	5-11	Jr	121	0
2015	11760	721	Air Force	14	1565980.0	Spires, Shelley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1565980.0	OH	6-1	Fr	112	0
2015	11760	5	Akron	11	1604276.0	Baer, Madi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1604276.0	""	-	N/A	0	0
2015	11760	5	Akron	10	1454987.0	Bedell, Amanda	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1454987.0	RS	6-0	So	83	0
2015	11760	5	Akron	8	1227707.0	Delich, Mary	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1227707.0	MB	5-11	Sr	107	0
2015	11760	5	Akron	7	1350327.0	Holder, Ashley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1350327.0	S	5-8	Jr	77	0
2015	11760	5	Akron	15	1454990.0	Kloehn, Jessica	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1454990.0	MB	6-0	So	62	0
2015	11760	5	Akron	16	1604274.0	Kozer, Aubrey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1604274.0	""	-	N/A	83	0
2015	11760	5	Akron	5	1454986.0	Kusan, Karley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1454986.0	S	5-11	So	85	0
2015	11760	5	Akron	9	1350328.0	Lanzillotti, Tori	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1350328.0	OH	5-10	Jr	0	0
2015	11760	5	Akron	13	1454989.0	Mack, Brenna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1454989.0	DS	5-7	So	71	0
2015	11760	5	Akron	2	1454984.0	Mack, Callie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1454984.0	DS	5-7	So	83	0
2015	11760	5	Akron	14	1604273.0	Micic, Dragana	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1604273.0	""	-	N/A	96	0
2015	11760	5	Akron	12	1454988.0	Shallman, Julie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1454988.0	MB	6-3	So	33	0
2015	11760	5	Akron	3	1454985.0	Smagacz, Julia	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1454985.0	OH	6-0	So	91	0
2015	11760	5	Akron	4	1604275.0	Wenger, Anna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1604275.0	""	-	N/A	93	0
2015	11760	5	Akron	18	1350329.0	Wilson, Kelsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1350329.0	MB	6-1	Jr	70	0
2015	11760	8	Alabama	4	1453630.0	Bernardin, Caitlin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1453630.0	L	5-8	Sr	23	0
2015	11760	8	Alabama	6	1336747.0	Daniels, Kryssi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1336747.0	DS	5-10	Jr	118	0
2015	11760	8	Alabama	20	1574395.0	Evangelista, Bruna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1574395.0	MB	6-1	Jr	100	0
2015	11760	8	Alabama	16	1574396.0	Feld, Brooke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1574396.0	DS	5-3	Fr	36	0
2015	11760	8	Alabama	7	1453631.0	Green, Bria	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1453631.0	OH	5-11	So	4	0
2015	11760	8	Alabama	3	1574397.0	Hutson, Kat	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1574397.0	OH	6-3	Fr	128	0
2015	11760	8	Alabama	15	1574398.0	Lawrence, Leah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1574398.0	MB	6-3	Fr	126	0
2015	11760	8	Alabama	18	1574399.0	Little, Haley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1574399.0	OH	6-0	Fr	1	0
2015	11760	8	Alabama	2	1574400.0	Murison, Natalie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1574400.0	DS	5-5	Fr	133	0
2015	11760	8	Alabama	5	1574401.0	Petty, Reagan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1574401.0	DS	5-4	Fr	4	0
2015	11760	8	Alabama	13	1348466.0	Rivers, Krystal	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1348466.0	MB	5-11	So	133	0
2015	11760	8	Alabama	11	1574402.0	Stebbins, Emily	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1574402.0	MB	6-2	Fr	3	0
2015	11760	8	Alabama	12	1336750.0	Steiner, Laura	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1336750.0	OH	6-0	Jr	14	0
2015	11760	8	Alabama	9	1453632.0	Thomas, Brittany	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1453632.0	OH	6-0	So	132	0
2015	11760	8	Alabama	8	1336748.0	Weldy, Mattie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1336748.0	OH	6-3	Jr	9	0
2015	11760	8	Alabama	14	1224815.0	White, Katherine	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1224815.0	MB	6-1	Sr	56	0
2015	11760	8	Alabama	1	1336745.0	Wilson, Sierra	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1336745.0	S	5-10	Jr	133	0
2015	11760	6	Alabama A&M	1	1482478.0	Ballou, Jada	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1482478.0	DS	5-2	So	57	0
2015	11760	6	Alabama A&M	13	1367944.0	Blackiston, Savannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1367944.0	RS	5-9	Jr	109	0
2015	11760	6	Alabama A&M	03	1581989.0	Butler, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1581989.0	DS	5-7	Jr	8	0
2015	11760	6	Alabama A&M	12	1581992.0	Butler, Megan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1581992.0	S	5-6	Jr	105	0
2015	11760	6	Alabama A&M	11	1366770.0	Cortez, Rebecca	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1366770.0	L	5-4	Jr	104	0
2015	11760	6	Alabama A&M	10	1581990.0	Green, Alexandria	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1581990.0	MH	5-11	Fr	92	0
2015	11760	6	Alabama A&M	07	1392587.0	Hancock, Robyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1392587.0	OH	5-8	Jr	78	0
2015	11760	6	Alabama A&M	9	1482532.0	McNeal, Ashundria	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1482532.0	MB	6-0	So	109	0
