year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2016	12221	4	Adrian	-	Totals	-	-	-	-	-	31	 	 	357	142	1,027	0.209	323	53	58	447	48	28	78	5	477.0	12	 
2016	12221	4	Adrian	-	Opponent Totals	-	-	-	-	-	31	 	 	360	211	1,119	0.133	342	48	57	474	53	12	51	8	445.5	19	 
2016	12221	11324	Agnes Scott	-	Totals	-	-	-	-	-	28	 	 	216	114	843	0.121	190	53	56	472	85	30	34	22	316.0	16	 
2016	12221	11324	Agnes Scott	-	Opponent Totals	-	-	-	-	-	28	 	 	244	137	816	0.131	169	74	50	396	44	16	31	16	349.5	12	 
2016	12221	2798	Albertus Magnus	-	Totals	-	-	-	-	-	26	 	 	178	163	756	0.020	153	80	85	328	92	9	4	7	269.0	17	 
2016	12221	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	-	26	 	 	205	135	696	0.101	171	92	65	377	80	21	20	7	328.0	12	 
2016	12221	15	Albion	-	Totals	-	-	-	-	-	50	 	 	577	232	1,789	0.193	525	74	78	935	87	25	127	6	739.5	18	 
2016	12221	15	Albion	-	Opponent Totals	-	-	-	-	-	50	 	 	566	302	1,869	0.141	508	82	104	849	73	28	121	16	736.5	30	 
2016	12221	16	Albright	-	Totals	-	-	-	-	-	28	 	 	244	174	870	0.080	208	40	43	354	74	8	28	9	306.0	16	 
2016	12221	16	Albright	-	Opponent Totals	-	-	-	-	-	28	 	 	288	155	880	0.151	247	74	64	364	40	10	49	17	396.5	11	 
2016	12221	18	Alfred	-	Totals	-	-	-	-	-	42	 	 	258	223	1,161	0.030	224	63	74	463	107	20	53	38	367.5	18	 
2016	12221	18	Alfred	-	Opponent Totals	-	-	-	-	-	42	 	 	512	218	1,300	0.226	440	109	91	660	73	50	74	6	708.0	9	 
2016	12221	19	Allegheny	-	Totals	-	-	-	-	-	50	 	 	552	236	1,994	0.158	522	66	48	1,105	59	21	126	7	702.0	38	 
2016	12221	19	Allegheny	-	Opponent Totals	-	-	-	-	-	50	 	 	603	394	2,258	0.093	557	59	74	1,136	66	16	60	25	708.0	40	 
2016	12221	21	Alma	-	Totals	-	-	-	-	-	46	 	 	490	239	1,542	0.163	458	69	99	756	79	30	115	15	646.5	32	 
2016	12221	21	Alma	-	Opponent Totals	-	-	-	-	-	46	 	 	474	264	1,635	0.128	444	77	92	817	60	20	88	9	615.0	14	 
2016	12221	938	Alvernia	-	Totals	-	-	-	-	-	32	 	 	362	161	1,019	0.197	329	72	62	411	60	16	48	4	474.0	12	 
2016	12221	938	Alvernia	-	Opponent Totals	-	-	-	-	-	32	 	 	336	169	973	0.172	315	60	53	447	72	13	68	4	443.0	20	 
