year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2015	11760	30123	Academy of Art	6	1249172	Ulmer, Brittany	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1249172	Sr	MB	5-11	104	0	104	28	28	169	82	503	0.173	18	39	31	76	1	5	52	8	239.0	 	 
2015	11760	30123	Academy of Art	4	1362822	Smith, Rachael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1362822	Jr	S	5-11	104	0	104	28	28	73	21	190	0.274	1,102	23	31	230	 	3	33	4	115.5	18	 
2015	11760	30123	Academy of Art	5	1603739	Emrich, Isabel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1603739	Jr	OH	6-1	104	0	104	28	20	207	116	700	0.130	10	11	18	244	24	5	53	8	249.5	 	 
2015	11760	30123	Academy of Art	8	1486606	Irvine, Kanoe	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1486606	Sr	L	5-6	104	0	104	28	 	2	3	25	-0.040	65	42	43	460	47	 	 	 	44.0	1	 
2015	11760	30123	Academy of Art	16	1485847	Papale, Emily	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1485847	So	OH	6-4	104	0	104	28	28	297	116	1,034	0.175	22	35	16	370	50	2	23	3	345.5	 	 
2015	11760	30123	Academy of Art	9	1485845	Brum, Melissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1485845	So	OH	5-9	101	0	101	27	27	451	167	1,187	0.239	15	13	18	314	22	4	38	12	487.0	1	 
2015	11760	30123	Academy of Art	10	1603741	Winkler, Margaret	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1603741	Fr	MB	6-2	79	0	79	21	21	56	24	172	0.186	 	 	 	16	2	3	64	14	91.0	 	 
2015	11760	30123	Academy of Art	14	1485846	Speakman, Kabrina	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1485846	So	OH	5-10	48	0	48	20	9	11	10	50	0.020	7	1	21	92	6	 	2	 	13.0	 	 
2015	11760	30123	Academy of Art	7	1603740	Soolsma, Bailey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1603740	Fr	OH	6-1	20	0	20	10	3	25	11	59	0.237	1	1	1	9	2	 	7	1	29.5	 	 
2015	11760	30123	Academy of Art	15	1603743	Elisaia, Safua	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1603743	Fr	MB	5-11	14	0	14	4	4	22	5	34	0.500	 	 	 	1	 	 	18	2	31.0	 	 
2015	11760	30123	Academy of Art	23	1485843	Mejias, Karen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1485843	Fr	DS	5-2	2	0	2	1	 	0	0	0	""	 	 	 	 	 	 	 	 	 	 	 
2015	11760	929	Adams St.	1	1361920	Stindt, Lindsey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1361920	Jr	DS	5-11	100	0	100	28	28	366	156	1,026	0.205	18	6	6	208	21	6	35	4	395.5	 	 
2015	11760	929	Adams St.	4	1470714	Smith, Savannah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1470714	So	L/DS	5-6	100	0	100	28	18	2	2	27	0.000	22	17	27	232	9	 	 	 	19.0	1	 
2015	11760	929	Adams St.	7	1470716	Grimsrud, Mallory	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1470716	So	MB	6-2	100	0	100	28	28	224	88	562	0.242	9	6	9	54	 	35	78	6	304.0	 	 
2015	11760	929	Adams St.	11	1470728	Nelson, Leah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1470728	Sr	OH	5-10	100	0	100	28	15	215	136	695	0.114	8	7	14	96	14	5	33	2	243.5	1	 
2015	11760	929	Adams St.	8	1616578	Timmen, Gabrielle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11760&stats_player_seq=1616578	N/A	""	-	100	0	100	28	4	1	5	40	-0.100	54	11	9	385	14	 	 	1	12.0	 	 
