year	year_id	division	team_id	team_name	team_url
2014	11440	1	26172	A&M-Corpus Chris	http://stats.ncaa.org/team/index/11440?org_id=26172
2014	11440	1	2	Abilene Christian	http://stats.ncaa.org/team/index/11440?org_id=2
2014	11440	1	721	Air Force	http://stats.ncaa.org/team/index/11440?org_id=721
2014	11440	1	5	Akron	http://stats.ncaa.org/team/index/11440?org_id=5
2014	11440	1	8	Alabama	http://stats.ncaa.org/team/index/11440?org_id=8
2014	11440	1	6	Alabama A&M	http://stats.ncaa.org/team/index/11440?org_id=6
2014	11440	1	7	Alabama St.	http://stats.ncaa.org/team/index/11440?org_id=7
2014	11440	1	14	Albany (NY)	http://stats.ncaa.org/team/index/11440?org_id=14
2014	11440	1	17	Alcorn	http://stats.ncaa.org/team/index/11440?org_id=17
2014	11440	1	23	American	http://stats.ncaa.org/team/index/11440?org_id=23
2014	11440	1	27	Appalachian St.	http://stats.ncaa.org/team/index/11440?org_id=27
2014	11440	1	29	Arizona	http://stats.ncaa.org/team/index/11440?org_id=29
2014	11440	1	28	Arizona St.	http://stats.ncaa.org/team/index/11440?org_id=28
2014	11440	1	2678	Ark.-Pine Bluff	http://stats.ncaa.org/team/index/11440?org_id=2678
2014	11440	1	31	Arkansas	http://stats.ncaa.org/team/index/11440?org_id=31
2014	11440	1	30	Arkansas St.	http://stats.ncaa.org/team/index/11440?org_id=30
2014	11440	1	725	Army West Point	http://stats.ncaa.org/team/index/11440?org_id=725
2014	11440	1	37	Auburn	http://stats.ncaa.org/team/index/11440?org_id=37
2014	11440	1	43	Austin Peay	http://stats.ncaa.org/team/index/11440?org_id=43
2014	11440	1	77	BYU	http://stats.ncaa.org/team/index/11440?org_id=77
2014	11440	1	47	Ball St.	http://stats.ncaa.org/team/index/11440?org_id=47
2014	11440	1	51	Baylor	http://stats.ncaa.org/team/index/11440?org_id=51
2014	11440	1	14927	Belmont	http://stats.ncaa.org/team/index/11440?org_id=14927
2014	11440	1	61	Bethune-Cookman	http://stats.ncaa.org/team/index/11440?org_id=61
2014	11440	1	62	Binghamton	http://stats.ncaa.org/team/index/11440?org_id=62
2014	11440	1	66	Boise St.	http://stats.ncaa.org/team/index/11440?org_id=66
2014	11440	1	67	Boston College	http://stats.ncaa.org/team/index/11440?org_id=67
2014	11440	1	71	Bowling Green	http://stats.ncaa.org/team/index/11440?org_id=71
2014	11440	1	72	Bradley	http://stats.ncaa.org/team/index/11440?org_id=72
2014	11440	1	80	Brown	http://stats.ncaa.org/team/index/11440?org_id=80
2014	11440	1	81	Bryant	http://stats.ncaa.org/team/index/11440?org_id=81
2014	11440	1	83	Bucknell	http://stats.ncaa.org/team/index/11440?org_id=83
2014	11440	1	86	Buffalo	http://stats.ncaa.org/team/index/11440?org_id=86
2014	11440	1	87	Butler	http://stats.ncaa.org/team/index/11440?org_id=87
2014	11440	1	94	CSU Bakersfield	http://stats.ncaa.org/team/index/11440?org_id=94
