year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2017	12426	30123	Academy of Art	10	1603741	Winkler, Margaret	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1603741	Jr	MB	6-2	16	0	16	4	4	9	3	35	0.171	3	""	""	10	""	2	21	2	21.5	""	""
2017	12426	30123	Academy of Art	9	1485845	Brum, Melissa	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1485845	Sr	OH	5-9	16	0	16	4	4	37	14	147	0.156	5	4	5	54	6	""	6	""	44.0	""	""
2017	12426	30123	Academy of Art	14	1485846	Speakman, Kabrina	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1485846	Sr	L	5-10	16	0	16	4	4	39	17	120	0.183	4	1	3	39	13	1	2	""	42.0	""	""
2017	12426	30123	Academy of Art	2	1603738	Mlynar, Lyndsay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1603738	So	DS	5-6	16	0	16	4	""	1	0	3	0.333	5	3	4	74	12	""	""	""	4.0	""	""
2017	12426	30123	Academy of Art	7	1603740	Soolsma, Bailey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1603740	Jr	OH	6-1	16	0	16	4	2	21	17	109	0.037	2	3	5	12	""	""	7	""	27.5	""	""
2017	12426	30123	Academy of Art	8	1695476	Lucas, Alana	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1695476	So	S	5-6	16	0	16	4	""	2	0	3	0.667	61	1	2	30	""	""	""	""	3.0	2	""
2017	12426	30123	Academy of Art	11	1813416	Causevic, Ema	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1813416	Fr	OH	6-2	16	0	16	4	2	26	20	103	0.058	5	2	3	8	""	1	10	1	34.0	""	""
2017	12426	30123	Academy of Art	6	1813415	Teu, Lilika	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1813415	Fr	S	5-4	16	0	16	4	4	4	3	14	0.071	65	""	6	31	""	""	2	""	5.0	2	""
2017	12426	30123	Academy of Art	15	1603743	Elisaia, Safua	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1603743	So	MB	5-11	14	0	14	4	4	18	11	58	0.121	1	5	4	7	""	2	2	""	26.0	""	""
2017	12426	30123	Academy of Art	1	1695474	Kahn, Hanna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12426&stats_player_seq=1695474	So	OH	5-8	9	0	9	3	""	0	0	0	""	""	2	4	4	""	""	""	""	2.0	""	""
