year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2016	12221	26172	A&M-Corpus Chris	14	1565950	Nicholson, Kristyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1565950	So	S	6-0	77	0	77	22	22	74	12	184	0.337	820	27	49	187	 	2	24	4	115.0	8	 
2016	12221	26172	A&M-Corpus Chris	17	1338784	King, Hailey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1338784	Sr	L/DS	5-8	71	0	71	20	 	2	0	7	0.286	14	13	13	167	4	 	 	 	15.0	1	 
2016	12221	26172	A&M-Corpus Chris	5	1565945	Doud, Madeleine	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1565945	So	MB	6-1	68	0	68	21	19	112	30	250	0.328	1	2	 	10	 	3	40	2	137.0	 	 
2016	12221	26172	A&M-Corpus Chris	11	1565948	Klepetka, Kate	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1565948	So	DS	5-8	68	0	68	20	 	2	3	35	-0.029	59	18	22	390	14	 	 	 	20.0	1	 
2016	12221	26172	A&M-Corpus Chris	6	1459400	Carlson, Morgan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1459400	Jr	RS	6-0	65	0	65	19	18	151	67	418	0.201	4	 	 	19	1	6	39	7	176.5	 	 
2016	12221	26172	A&M-Corpus Chris	2	1565944	Gilpin, Brittany	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1565944	So	MB	5-10	65	0	65	19	19	168	28	360	0.389	3	14	7	46	 	5	46	6	210.0	1	 
2016	12221	26172	A&M-Corpus Chris	4	1338780	Baresh, Ivy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1338780	Sr	OH	5-9	60	0	60	17	16	194	61	583	0.228	16	14	20	176	9	 	8	2	212.0	1	 
2016	12221	26172	A&M-Corpus Chris	16	1565953	Felux, Kelsee	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1565953	Sr	MB	5-11	54	0	54	16	12	156	61	480	0.198	3	 	 	36	 	1	22	2	168.0	 	 
2016	12221	26172	A&M-Corpus Chris	1	1704233	Woods, Madison	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1704233	N/A	""	-	52	0	52	18	5	0	2	6	-0.333	14	8	14	87	9	 	 	 	8.0	 	 
2016	12221	26172	A&M-Corpus Chris	3	1338779	Maldonado, Shayla	http://stats.ncaa.org/player?game_sport_year_ctl_id=12221&stats_player_seq=1338779	Sr	L/DS	5-7	50	0	50	18	5	2	2	18	0.000	11	7	10	108	9	 	 	 	9.0	 	 
